3200-SECPT.acq
2 msec/sample
6 channels
RSP, X, RSPEC-R
Volts
EDA, Y, PPGED-R
microsiemens
ECG R-R
Seconds
Respiration Rate
BPM
C7 - EDR
Peaks
C14 - Control
Volts
min,CH1,CH14,CH40,CH42,CH47,CH54,
,90345,90345,90345,90345,90345,90345,
77.109,5.52094,3.23029,1.386,16.4926,95,5,
77.109,5.52246,3.23181,1.386,16.4926,95,5,
77.109,5.52277,3.22876,1.386,16.4926,95,5,
77.1091,5.52734,3.23029,1.386,16.4926,95,5,
77.1091,5.52795,3.22876,1.386,16.4926,95,5,
77.1091,5.53009,3.23334,1.386,16.4926,95,5,
77.1092,5.53223,3.23029,1.386,16.4926,95,5,
77.1092,5.53162,3.23334,1.386,16.4926,95,5,
77.1092,5.53772,3.23181,1.386,16.4926,95,5,
77.1093,5.53711,3.23486,1.386,16.4926,95,5,
77.1093,5.54077,3.23181,1.386,16.4926,95,5,
77.1093,5.54138,3.23029,1.386,16.4926,95,5,
77.1094,5.54199,3.23029,1.386,16.4926,95,5,
77.1094,5.54626,3.23029,1.386,16.4926,95,5,
77.1094,5.54718,3.23334,1.386,16.4926,95,5,
77.1095,5.54718,3.23029,1.386,16.4926,95,5,
77.1095,5.55145,3.23334,1.386,16.4926,95,5,
77.1095,5.55206,3.22876,1.386,16.4926,95,5,
77.1096,5.55176,3.23334,1.386,16.4926,95,5,
77.1096,5.55664,3.23029,1.386,16.4926,95,5,
77.1096,5.55725,3.23181,1.386,16.4926,95,5,
77.1097,5.56061,3.23181,1.386,16.4926,95,5,
77.1097,5.56152,3.22876,1.386,16.4926,95,5,
77.1097,5.56122,3.23486,1.386,16.4926,95,5,
77.1098,5.56519,3.23334,1.386,16.4926,95,5,
77.1098,5.56702,3.23181,1.386,16.4926,95,5,
77.1098,5.56641,3.23029,1.386,16.4926,95,5,
77.1099,5.57098,3.22724,1.386,16.4926,95,5,
77.1099,5.57251,3.22724,1.386,16.4926,95,5,
77.1099,5.57129,3.23181,1.386,16.4926,95,5,
77.11,5.57617,3.22724,1.386,16.4926,95,5,
77.11,5.57648,3.23334,1.386,16.4926,95,5,
77.11,5.57678,3.23029,1.386,16.4926,95,5,
77.1101,5.58044,3.22876,1.386,16.4926,95,5,
77.1101,5.58105,3.22876,1.386,16.4926,95,5,
77.1101,5.58105,3.23029,1.386,16.4926,95,5,
77.1102,5.58502,3.23029,1.386,16.4926,95,5,
77.1102,5.58563,3.23029,1.386,16.4926,95,5,
77.1102,5.58624,3.23181,1.386,16.4926,95,5,
77.1103,5.58685,3.23334,1.386,16.4926,95,5,
77.1103,5.59082,3.23181,1.386,16.4926,95,5,
77.1103,5.59174,3.23181,1.386,16.4926,95,5,
77.1104,5.59082,3.23029,1.386,16.4926,95,5,
77.1104,5.59601,3.23029,1.386,16.4926,95,5,
77.1104,5.59692,3.22876,1.386,16.4926,95,5,
77.1105,5.59601,3.22876,1.386,16.4926,95,5,
77.1105,5.59937,3.23334,1.386,16.4926,95,5,
77.1105,5.60089,3.23334,1.386,16.4926,95,5,
77.1106,5.60089,3.23029,1.386,16.4926,95,5,
77.1106,5.60181,3.23334,1.386,16.4926,95,5,
77.1106,5.60547,3.23029,1.386,16.4926,95,5,
77.1107,5.60547,3.23181,1.386,16.4926,95,5,
77.1107,5.60577,3.23181,1.386,16.4926,95,5,
77.1107,5.60852,3.23029,1.386,16.4926,95,5,
77.1108,5.61005,3.23029,1.386,16.4926,95,5,
77.1108,5.61127,3.23181,1.386,16.4926,95,5,
77.1108,5.61035,3.23334,1.386,19.9336,95,5,
77.1109,5.61554,3.23181,1.386,19.9336,95,5,
77.1109,5.61615,3.23029,1.386,19.9336,95,5,
77.1109,5.61493,3.23029,1.386,19.9336,95,5,
77.111,5.61462,3.22876,1.386,19.9336,95,5,
77.111,5.62042,3.23029,1.386,19.9336,95,5,
77.111,5.62012,3.23029,1.386,19.9336,95,5,
77.1111,5.62012,3.23181,1.386,19.9336,95,5,
77.1111,5.62195,3.23486,1.386,19.9336,95,5,
77.1111,5.62531,3.22724,1.386,19.9336,95,5,
77.1112,5.62469,3.23181,1.386,19.9336,95,5,
77.1112,5.625,3.22876,1.386,19.9336,95,5,
77.1112,5.62531,3.23334,1.386,19.9336,95,5,
77.1113,5.62988,3.22876,1.386,19.9336,95,5,
77.1113,5.63049,3.23181,1.386,19.9336,95,5,
77.1113,5.62988,3.23486,1.386,19.9336,95,5,
77.1114,5.62958,3.23029,1.386,19.9336,95,5,
77.1114,5.63477,3.23029,1.386,19.9336,95,5,
77.1114,5.63416,3.23029,1.386,19.9336,95,5,
77.1115,5.63416,3.23029,1.386,19.9336,95,5,
77.1115,5.63538,3.23181,1.386,19.9336,95,5,
77.1115,5.63751,3.23334,1.386,19.9336,95,5,
77.1116,5.63965,3.23181,1.386,19.9336,95,5,
