2600-SECPT.acq
2 msec/sample
6 channels
RSP, X, RSPEC-R
Volts
EDA, Y, PPGED-R
microsiemens
ECG R-R
Seconds
Respiration Rate
BPM
C7 - EDR
Peaks
C14 - Control
Volts
min,CH1,CH14,CH40,CH42,CH47,CH54,
,90058,90058,90058,90058,90058,90058,
183.643,3.94623,12.4939,4.226,7.10059,1142,5,
183.643,3.94684,12.4924,4.226,7.10059,1142,5,
183.643,3.94653,12.4924,4.226,7.10059,1142,5,
183.643,3.94562,12.4939,4.226,7.10059,1142,5,
183.643,3.94318,12.4893,4.226,7.10059,1142,5,
183.643,3.94073,12.4954,4.226,7.10059,1142,5,
183.643,3.94165,12.4924,4.226,7.10059,1142,5,
183.643,3.94104,12.4924,4.226,7.10059,1142,5,
183.643,3.94135,12.4924,4.226,7.10059,1142,5,
183.643,3.94165,12.4954,4.226,7.10059,1142,5,
183.643,3.94104,12.4817,4.226,7.10059,1142,5,
183.643,3.93768,12.4786,4.226,7.10059,1142,5,
183.643,3.93646,12.4847,4.226,7.10059,1142,5,
183.643,3.93585,12.4786,4.226,7.10059,1142,5,
183.643,3.93707,12.4817,4.226,7.10059,1142,5,
183.643,3.93646,12.4832,4.226,7.10059,1142,5,
183.643,3.93677,12.4786,4.226,7.10059,1142,5,
183.643,3.93616,12.4817,4.226,7.10059,1142,5,
183.643,3.93646,12.4832,4.226,7.10059,1142,5,
183.643,3.93158,12.4817,4.226,7.10059,1142,5,
183.643,3.93097,12.4832,4.226,7.10059,1142,5,
183.644,3.93097,12.4817,4.226,7.10059,1142,5,
183.644,3.93097,12.4817,4.226,7.10059,1142,5,
183.644,3.93158,12.4664,4.226,7.10059,1142,5,
183.644,3.93158,12.4695,4.226,7.10059,1142,5,
183.644,3.9325,12.4664,4.226,7.10059,1142,5,
183.644,3.93219,12.4695,4.226,7.10059,1142,5,
183.644,3.92731,12.4695,4.226,7.10059,1142,5,
183.644,3.92609,12.471,4.226,7.10059,1142,5,
183.644,3.9267,12.4695,4.226,7.10059,1142,5,
183.644,3.9267,12.4695,4.226,7.10059,1142,5,
183.644,3.92639,12.4664,4.226,7.10059,1142,5,
183.644,3.9267,12.468,4.226,7.10059,1142,5,
183.644,3.92731,12.468,4.226,7.10059,1142,5,
183.644,3.9267,12.4664,4.226,7.10059,1142,5,
183.644,3.92639,12.4573,4.226,7.10059,1142,5,
183.644,3.92365,12.4573,4.226,7.10059,1142,5,
183.644,3.9212,12.4558,4.226,7.10059,1142,5,
183.644,3.92181,12.4588,4.226,7.10059,1142,5,
183.644,3.9209,12.4573,4.226,7.10059,1142,5,
183.644,3.92212,12.4558,4.226,7.10059,1142,5,
183.644,3.92151,12.4573,4.226,7.10059,1142,5,
183.644,3.9212,12.4588,4.226,7.10059,1142,5,
183.644,3.92212,12.4573,4.226,7.10059,1142,5,
183.644,3.92181,12.4542,4.226,7.10059,1142,5,
183.644,3.92151,12.4588,4.226,7.10059,1142,5,
183.644,3.92151,12.4573,4.226,7.10059,1142,5,
183.644,3.91724,12.4542,4.226,7.10059,1142,5,
183.644,3.91724,12.442,4.226,7.10059,1142,5,
183.644,3.91663,12.4451,4.226,7.10059,1142,5,
183.644,3.91693,12.4451,4.226,7.10059,1142,5,
183.645,3.91632,12.4435,4.226,7.10059,1142,5,
183.645,3.91724,12.4435,4.226,7.10059,1142,5,
183.645,3.91663,12.4481,4.226,7.10059,1142,5,
183.645,3.91724,12.4466,4.226,7.10059,1142,5,
183.645,3.91663,12.442,4.226,7.10059,1142,5,
183.645,3.91632,12.4466,4.226,7.10059,1142,5,
183.645,3.91632,12.442,4.226,7.10059,1142,5,
183.645,3.91724,12.442,4.226,7.10059,1142,5,
183.645,3.91754,12.4466,4.226,7.10059,1142,5,
183.645,3.91144,12.442,4.226,7.10059,1142,5,
183.645,3.91205,12.439,4.226,7.10059,1142,5,
183.645,3.91235,12.4344,4.226,7.10059,1142,5,
183.645,3.91174,12.4313,4.226,7.10059,1142,5,
183.645,3.91205,12.4313,4.226,7.10059,1142,5,
183.645,3.91174,12.4313,4.226,7.10059,1142,5,
183.645,3.91205,12.4313,4.226,7.10059,1142,5,
183.645,3.91205,12.4329,4.226,7.10059,1142,5,
183.645,3.91174,12.4313,4.226,7.10059,1142,5,
183.645,3.91205,12.4329,4.226,7.10059,1142,5,
183.645,3.91235,12.4313,4.226,7.10059,1142,5,
183.645,3.91235,12.4329,4.226,7.10059,1142,5,
183.645,3.91144,12.4313,4.226,7.10059,1142,5,
183.645,3.91266,12.4329,4.226,7.10059,1142,5,
183.645,3.91174,12.4344,4.226,7.10059,1142,5,
183.645,3.91235,12.4298,4.226,7.10059,1142,5,
183.645,3.91144,12.4237,4.226,7.10059,1142,5,
183.645,3.91144,12.4237,4.226,7.10059,1142,5,
183.645,3.91144,12.4207,4.226,7.10059,1142,5,
183.645,3.90717,12.4176,4.226,7.10059,1142,5,
183.645,3.90747,12.4207,4.226,7.10059,1142,5,
183.646,3.90686,12.4207,4.226,7.10059,1142,5,
183.646,3.90717,12.4191,4.226,7.10059,1142,5,
183.646,3.90717,12.4207,4.226,7.10059,1142,5,
183.646,3.90747,12.4207,4.226,7.10059,1142,5,
183.646,3.90747,12.4222,4.226,7.10059,1142,5,
183.646,3.90686,12.4237,4.226,7.10059,1142,5,
183.646,3.90717,12.4207,4.226,7.10059,1142,5,
183.646,3.90747,12.4191,4.226,7.10059,1142,5,
183.646,3.90717,12.4222,4.226,7.10059,1142,5,
183.646,3.90717,12.4237,4.226,7.10059,1142,5,
183.646,3.90747,12.4084,4.226,7.10059,1142,5,
183.646,3.90778,12.4069,4.226,7.10059,1142,5,
183.646,3.90747,12.41,4.226,7.10059,1142,5,
183.646,3.90686,12.4084,4.226,7.10059,1142,5,
183.646,3.90778,12.4115,4.226,7.10059,1142,5,
183.646,3.90686,12.4069,4.226,7.10059,1142,5,
183.646,3.90717,12.4084,4.226,7.10059,1142,5,
183.646,3.90747,12.41,4.226,7.10059,1142,5,
183.646,3.90717,12.4054,4.226,7.10059,1142,5,
183.646,3.90717,12.4115,4.226,7.10059,1142,5,
183.646,3.90747,12.41,4.226,7.10059,1142,5,
183.646,3.90747,12.4084,4.226,7.10059,1142,5,
183.646,3.90656,12.41,4.226,7.10059,1142,5,
183.646,3.90686,12.4084,4.226,7.10059,1142,5,
183.646,3.90747,12.4069,4.226,7.10059,1142,5,
183.646,3.90686,12.4115,4.226,7.10059,1142,5,
183.646,3.90717,12.3978,4.226,7.10059,1142,5,
183.646,3.90686,12.3947,4.226,7.10059,1142,5,
183.646,3.91174,12.3947,4.226,7.10059,1142,5,
183.647,3.91144,12.3947,4.226,7.10059,1142,5,
183.647,3.91205,12.3932,4.226,7.10059,1142,5,
183.647,3.91144,12.3978,4.226,7.10059,1142,5,
183.647,3.91174,12.3947,4.226,7.10059,1142,5,
183.647,3.91205,12.3962,4.226,7.10059,1142,5,
183.647,3.91205,12.3947,4.226,7.10059,1142,5,
183.647,3.91235,12.3962,4.226,7.10059,1142,5,
183.647,3.91205,12.3947,4.226,7.10059,1142,5,
183.647,3.91235,12.3962,4.226,7.10059,1142,5,
183.647,3.91205,12.3978,4.226,7.10059,1142,5,
183.647,3.91205,12.3932,4.226,7.10059,1142,5,
183.647,3.91174,12.3993,4.226,7.10059,1142,5,
183.647,3.91541,12.3871,4.226,7.10059,1142,5,
183.647,3.91693,12.3856,4.226,7.10059,1142,5,
183.647,3.91693,12.384,4.226,7.10059,1142,5,
183.647,3.91724,12.384,4.226,7.10059,1142,5,
183.647,3.91693,12.3856,4.226,7.10059,1142,5,
183.647,3.91724,12.3871,4.226,7.10059,1142,5,
183.647,3.91632,12.3856,0,7.10059,1142,5,
183.647,3.91632,12.3856,0,7.10059,1142,5,
183.647,3.91632,12.3825,0,7.10059,1142,5,
183.647,3.92181,12.3825,0,7.10059,1142,5,
183.647,3.92212,12.3871,0,7.10059,1142,5,
183.647,3.92151,12.3871,0,7.10059,1142,5,
183.647,3.92181,12.384,0,7.10059,1142,5,
183.647,3.92181,12.3795,0,7.10059,1142,5,
183.647,3.92151,12.3825,0,7.10059,1142,5,
183.647,3.9212,12.3856,0,7.10059,1142,5,
183.647,3.92609,12.3779,0,7.10059,1142,5,
183.647,3.92639,12.3718,0,7.10059,1142,5,
183.648,3.92639,12.3703,0,7.10059,1142,5,
183.648,3.9267,12.3718,0,7.10059,1142,5,
183.648,3.927,12.3688,0,7.10059,1142,5,
183.648,3.9267,12.3718,0,7.10059,1142,5,
183.648,3.93127,12.3703,0,7.10059,1142,5,
183.648,3.93158,12.3703,0,7.10059,1142,5,
183.648,3.93188,12.3718,0,7.10059,1142,5,
183.648,3.93188,12.3718,0,7.10059,1142,5,
183.648,3.93219,12.3718,0,7.10059,1142,5,
183.648,3.9325,12.3718,0,7.10059,1142,5,
183.648,3.93677,12.3718,0,7.10059,1142,5,
183.648,3.93707,12.3734,0,7.10059,1142,5,
183.648,3.93738,12.3688,0,7.10059,1142,5,
183.648,3.93738,12.3703,0,7.10059,1142,5,
183.648,3.94012,12.3642,0,7.10059,1142,5,
183.648,3.94165,12.3596,0,7.10059,1142,5,
183.648,3.94257,12.3627,0,7.10059,1142,5,
183.648,3.94165,12.3596,0,7.10059,1142,5,
183.648,3.94196,12.3611,0,7.10059,1142,5,
183.648,3.94623,12.3566,0,7.10059,1142,5,
183.648,3.94684,12.3596,0,7.10059,1142,5,
183.648,3.94623,12.3596,0,7.10059,1142,5,
183.648,3.94623,12.3611,0,7.10059,1142,5,
