min,CH1,CH14,CH40,CH42,CH47,CH54,
191.027,4.07684,8.34656,0.986,12.7226,621,5,
191.027,4.07776,8.34503,0.986,12.7226,621,5,
191.027,4.08295,8.34351,0.986,12.7226,621,5,
191.027,4.08691,8.34351,0.986,12.7226,621,5,
191.027,4.0918,8.34503,0.986,12.7226,621,5,
191.027,4.0918,8.34351,0.986,12.7226,621,5,
191.027,4.09698,8.34198,0.986,12.7226,621,5,
191.027,4.10126,8.34351,0.986,12.7226,621,5,
191.027,4.10614,8.34198,0.986,12.7226,621,5,
191.027,4.10675,8.34046,0.986,12.7226,621,5,
191.027,4.11133,8.34656,0.986,12.7226,621,5,
191.027,4.11652,8.34351,0.986,12.7226,621,5,
191.028,4.11865,8.34351,0.986,12.7226,621,5,
191.028,4.1217,8.34198,0.986,12.7226,621,5,
191.028,4.12659,8.34351,0.986,12.7226,621,5,
191.028,4.12994,8.34503,0.986,12.7226,621,5,
191.028,4.13361,8.33283,0.986,12.7226,621,5,
191.028,4.13605,8.32825,0.986,12.7226,621,5,
191.028,4.14093,8.32977,0.986,12.7226,621,5,
191.028,4.14276,8.33283,0.986,12.7226,621,5,
191.028,4.14673,8.3313,0.986,12.7226,621,5,
191.028,4.15161,8.3313,0.986,12.7226,621,5,
191.028,4.15436,8.32825,0.986,12.7226,621,5,
191.028,4.15558,8.32977,0.986,12.7226,621,5,
191.028,4.16077,8.3313,0.986,12.7226,621,5,
191.028,4.16443,8.3313,0.986,12.7226,621,5,
191.028,4.16748,8.3313,0.986,12.7226,621,5,
191.028,4.17084,8.32977,0.986,12.7226,621,5,
191.028,4.17542,8.3313,0.986,12.7226,621,5,
191.028,4.17816,8.3313,0.986,12.7226,621,5,
191.028,4.18091,8.32977,0.986,12.7226,621,5,
191.028,4.18579,8.33283,0.986,12.7226,621,5,
191.028,4.18518,8.3313,0.986,12.7226,621,5,
191.028,4.19098,8.3313,0.986,12.7226,621,5,
191.028,4.19495,8.32977,0.986,12.7226,621,5,
191.028,4.19495,8.32977,0.986,12.7226,621,5,
191.028,4.19983,8.32825,0.986,12.7226,621,5,
191.028,4.20471,8.3313,0.986,12.7226,621,5,
191.028,4.20502,8.33283,0.986,12.7226,621,5,
191.028,4.20959,8.33283,0.986,12.7226,621,5,
191.028,4.21204,8.3313,0.986,12.7226,621,5,
191.028,4.21448,8.33283,0.986,12.7226,621,5,
191.029,4.21906,8.32825,0.986,12.7226,621,5,
191.029,4.21967,8.33435,0.986,12.7226,621,5,
191.029,4.22485,8.33283,0.986,12.7226,621,5,
191.029,4.22699,8.32977,0.986,12.7226,621,5,
191.029,4.23004,8.3313,0.986,12.7226,621,5,
191.029,4.2337,8.32977,0.986,12.7226,621,5,
191.029,4.23431,8.33283,0.986,12.7226,621,5,
191.029,4.2395,8.32977,0.986,12.7226,621,5,
191.029,4.23981,8.32977,0.986,12.7226,621,5,
191.029,4.24377,8.3313,0.986,12.7226,621,5,
191.029,4.24622,8.3313,0.986,12.7226,621,5,
191.029,4.24896,8.3313,0.986,12.7226,621,5,
191.029,4.2514,8.32825,0.986,12.7226,621,5,
191.029,4.25476,8.3313,0.986,12.7226,621,5,
191.029,4.25812,8.3313,0.986,12.7226,621,5,
191.029,4.25842,8.3313,0.986,12.7226,621,5,
191.029,4.26331,8.32977,0.986,12.7226,621,5,
191.029,4.26392,8.32977,0.986,12.7226,621,5,
191.029,4.2688,8.33283,0.986,12.7226,621,5,
191.029,4.2688,8.33283,0.986,12.7226,621,5,
191.029,4.27368,8.32977,0.986,12.7226,621,5,
191.029,4.27429,8.32825,0.986,12.7226,621,5,
191.029,4.27856,8.33435,0.986,12.7226,621,5,
191.029,4.27887,8.3313,0.986,12.7226,621,5,
191.029,4.28284,8.32977,0.986,12.7226,621,5,
191.029,4.28284,8.33283,0.986,12.7226,621,5,
191.029,4.28741,8.3313,0.986,12.7226,621,5,
191.029,4.28802,8.32977,0.986,12.7226,621,5,
191.029,4.29047,8.32977,0.986,12.7226,621,5,
191.029,4.29321,8.3313,0.986,12.7226,621,5,
191.03,4.29352,8.3313,0.986,12.7226,621,5,
191.03,4.2984,8.3313,0.986,12.7226,621,5,
191.03,4.2981,8.3252,0.986,12.7226,621,5,
191.03,4.30298,8.32977,0.986,12.7226,621,5,
191.03,4.30328,8.33283,0.986,12.7226,621,5,
191.03,4.30664,8.3313,0.986,12.7226,621,5,
191.03,4.30756,8.32825,0.986,12.7226,621,5,
191.03,4.30817,8.32977,0.986,12.7226,621,5,
191.03,4.31244,8.32977,0.986,12.7226,621,5,
