sec,CH1,CH14,CH40,CH42,CH47,CH54
11368.5,0.67688,14.5523,2.85,19.1327,1274,5
11368.5,0.671997,14.5538,2.85,19.1327,1274,5
11368.5,0.667419,14.5569,2.85,19.1327,1274,5
11368.5,0.662537,14.5569,2.85,19.1327,1274,5
11368.5,0.654602,14.5569,2.85,19.1327,1274,5
11368.5,0.649719,14.5569,2.85,19.1327,1274,5
11368.5,0.644531,14.5523,2.85,19.1327,1274,5
11368.5,0.640259,14.5523,2.85,19.1327,1274,5
11368.5,0.632935,14.5538,2.85,19.1327,1274,5
11368.6,0.628662,14.5538,2.85,19.1327,1274,5
11368.6,0.623779,14.5523,2.85,19.1327,1274,5
