sec,CH1,CH14,CH40,CH42,CH47,CH54,
4615.22,4.06769,4.17175,1.26,17.094,211,5,
4615.22,4.06769,4.17175,1.26,17.094,211,5,
4615.22,4.06769,4.17328,1.26,17.094,211,5,
4615.22,4.07104,4.17328,1.26,17.094,211,5,
4615.23,4.07257,4.17481,1.26,17.094,211,5,
4615.23,4.07227,4.17328,1.26,17.094,211,5,
4615.23,4.07288,4.17633,1.26,17.094,211,5,
4615.23,4.07745,4.17328,1.26,17.094,211,5,
4615.23,4.07715,4.17175,1.26,17.094,211,5,
4615.24,4.07806,4.17328,1.26,17.094,211,5,
4615.24,4.08264,4.17328,1.26,17.094,211,5,
4615.24,4.08295,4.17175,1.26,17.094,211,5,
4615.24,4.08264,4.17328,1.26,17.094,211,5,
4615.24,4.08722,4.17175,1.26,17.094,211,5,
4615.25,4.08722,4.17175,1.26,17.094,211,5,
4615.25,4.08691,4.17175,1.26,17.094,211,5,
4615.25,4.0921,4.17481,1.26,17.094,211,5,
4615.25,4.09241,4.17023,1.26,17.094,211,5,
4615.25,4.09241,4.17175,1.26,17.094,211,5,
4615.26,4.09668,4.17481,1.26,17.094,211,5,
4615.26,4.0976,4.17175,1.26,17.094,211,5,
4615.26,4.09668,4.17328,1.26,17.094,211,5,
4615.26,4.10156,4.17328,1.26,17.094,211,5,
4615.26,4.10217,4.17328,1.26,17.094,211,5,
4615.27,4.10187,4.17328,1.26,17.094,211,5,
4615.27,4.10492,4.17481,1.26,17.094,211,5,
4615.27,4.10706,4.17328,1.26,17.094,211,5,
4615.27,4.10675,4.17633,1.26,17.094,211,5,
4615.27,4.11011,4.17175,1.26,17.094,211,5,
4615.28,4.11163,4.17328,1.26,17.094,211,5,
4615.28,4.11133,4.17175,1.26,17.094,211,5,
4615.28,4.11316,4.17328,1.26,17.094,211,5,
4615.28,4.11652,4.17328,1.26,17.094,211,5,
4615.28,4.11652,4.17481,1.26,17.094,211,5,
4615.29,4.11713,4.17175,1.26,17.094,211,5,
4615.29,4.1217,4.17023,1.26,17.094,211,5,
4615.29,4.1214,4.17328,1.26,17.094,211,5,
4615.29,4.12201,4.17328,1.26,17.094,211,5,
4615.29,4.12598,4.17481,1.26,17.094,211,5,
4615.3,4.12598,4.17633,1.26,17.094,211,5,
4615.3,4.12689,4.17328,1.26,17.094,211,5,
4615.3,4.13147,4.17023,1.26,17.094,211,5,
4615.3,4.13208,4.17481,1.26,17.094,211,5,
4615.3,4.13208,4.17175,1.26,17.094,211,5,
4615.31,4.13605,4.17175,1.26,17.094,211,5,
4615.31,4.13666,4.17175,1.26,17.094,211,5,
4615.31,4.13696,4.17175,1.26,17.094,211,5,
4615.31,4.14154,4.17481,1.26,17.094,211,5,
4615.31,4.14154,4.17175,1.26,17.094,211,5,
4615.32,4.14093,4.17328,1.26,17.094,211,5,
4615.32,4.1449,4.17328,1.26,17.094,211,5,
4615.32,4.14703,4.17175,1.26,17.094,211,5,
4615.32,4.14673,4.17481,1.26,17.094,211,5,
4615.32,4.15039,4.17023,1.26,17.094,211,5,
4615.33,4.15161,4.17175,1.26,17.094,211,5,
4615.33,4.15192,4.17481,1.26,17.094,211,5,
4615.33,4.15466,4.17023,1.26,17.094,211,5,
4615.33,4.1568,4.1687,1.26,17.094,211,5,
4615.33,4.15619,4.17328,1.26,17.094,211,5,
4615.34,4.15588,4.17328,1.26,17.094,211,5,
4615.34,4.16107,4.17023,1.26,17.094,211,5,
4615.34,4.16138,4.17481,1.26,17.094,211,5,
4615.34,4.16138,4.17633,1.26,17.094,211,5,
4615.34,4.16504,4.17481,1.26,17.094,211,5,
4615.35,4.16595,4.17633,1.26,17.094,211,5,
4615.35,4.16534,4.17481,1.26,17.094,211,5,
4615.35,4.17084,4.17175,1.26,17.094,211,5,
4615.35,4.17053,4.17481,1.26,17.094,211,5,
4615.35,4.17145,4.17328,1.26,17.094,211,5,
4615.36,4.1748,4.17633,1.26,17.094,211,5,
4615.36,4.17511,4.17023,1.26,17.094,211,5,
4615.36,4.17542,4.17328,1.26,17.094,211,5,
4615.36,4.17999,4.17175,1.26,17.094,211,5,
4615.36,4.17999,4.17786,1.26,17.094,211,5,
4615.37,4.18365,4.17175,1.26,17.094,211,5,
4615.37,4.18427,4.17328,1.26,17.094,211,5,
4615.37,4.18579,4.17175,1.26,17.094,211,5,
4615.37,4.18823,4.17328,1.26,17.094,211,5,
4615.37,4.19006,4.17481,1.26,17.094,211,5,
4615.38,4.19037,4.17328,1.26,17.094,211,5,
4615.38,4.19342,4.17328,1.26,17.094,211,5,
4615.38,4.19556,4.17481,1.26,17.094,211,5,
4615.38,4.19525,4.17328,1.26,17.094,211,5,
4615.38,4.19983,4.17481,1.26,17.094,211,5,
4615.39,4.20044,4.17786,1.26,17.094,211,5,
4615.39,4.19983,4.17328,1.26,17.094,211,5,
4615.39,4.20502,4.17481,1.26,17.094,211,5,
4615.39,4.20502,4.17328,1.26,17.094,211,5,
4615.39,4.20441,4.17328,1.26,17.094,211,5,
4615.4,4.20959,4.17786,1.26,17.094,211,5,
4615.4,4.2099,4.17328,1.26,17.094,211,5,
4615.4,4.2099,4.17175,1.26,17.094,211,5,
4615.4,4.21509,4.17175,1.26,17.094,211,5,
4615.4,4.21509,4.17328,1.26,17.094,211,5,
4615.41,4.21539,4.17328,1.26,17.094,211,5,
4615.41,4.22028,4.17328,1.26,17.094,211,5,
4615.41,4.21967,4.17328,1.26,17.094,211,5,
4615.41,4.22333,4.17328,1.26,17.094,211,5,
4615.41,4.22516,4.17175,1.26,17.094,211,5,
4615.42,4.22485,4.17175,1.26,17.094,211,5,
4615.42,4.22729,4.17023,1.26,17.094,211,5,
4615.42,4.22943,4.17023,1.26,17.094,211,5,
4615.42,4.22974,4.17481,1.26,17.094,211,5,
4615.42,4.23401,4.17175,1.26,17.094,211,5,
4615.43,4.23462,4.17328,1.26,17.094,211,5,
4615.43,4.23462,4.17328,1.26,17.094,211,5,
4615.43,4.2395,4.17175,1.26,17.094,211,5,
4615.43,4.2395,4.17175,1.26,17.094,211,5,
4615.43,4.24011,4.17481,1.26,17.094,211,5,
4615.44,4.24438,4.1687,1.26,17.094,211,5,
4615.44,4.24438,4.17481,1.26,17.094,211,5,
4615.44,4.24713,4.17328,1.26,17.094,211,5,
4615.44,4.24927,4.17481,1.26,17.094,211,5,
4615.44,4.24896,4.17175,1.26,17.094,211,5,
4615.45,4.25415,4.17328,1.26,17.094,211,5,
4615.45,4.25446,4.17023,1.26,17.094,211,5,
4615.45,4.25446,4.17175,1.26,17.094,211,5,
4615.45,4.25903,4.17481,1.26,17.094,211,5,
4615.45,4.25903,4.18244,1.26,17.094,211,5,
4615.46,4.25934,4.18244,1.26,17.094,211,5,
4615.46,4.26392,4.18244,1.26,17.094,211,5,
4615.46,4.26422,4.18396,1.26,17.094,211,5,
4615.46,4.26453,4.18854,1.26,17.094,211,5,
4615.46,4.26849,4.18396,1.26,17.094,211,5,
4615.47,4.2691,4.18396,1.26,17.094,211,5,
4615.47,4.27216,4.18701,1.26,17.094,211,5,
4615.47,4.27399,4.18549,1.26,17.094,211,5,
4615.47,4.27368,4.18549,1.26,17.094,211,5,
4615.47,4.27826,4.18396,1.26,17.094,211,5,
4615.48,4.27917,4.18549,1.26,17.094,211,5,
4615.48,4.27887,4.18701,1.26,17.094,211,5,
4615.48,4.28345,4.18701,1.26,17.094,211,5,
4615.48,4.28345,4.18244,1.26,17.094,211,5,
4615.48,4.28253,4.17481,1.26,17.094,211,5,
4615.49,4.28833,4.17481,1.26,17.094,211,5,
4615.49,4.28864,4.17175,1.26,17.094,211,5,
4615.49,4.28802,4.18549,1.26,17.094,211,5,
4615.49,4.29352,4.17481,1.26,17.094,211,5,
4615.49,4.29382,4.17328,1.26,17.094,211,5,
4615.5,4.29382,4.17023,1.26,17.094,211,5,
4615.5,4.29871,4.17481,1.26,17.094,211,5,
4615.5,4.2984,4.17481,1.26,17.094,211,5,
4615.5,4.2981,4.18854,1.26,17.094,211,5,
4615.5,4.30237,4.18549,1.26,17.094,211,5,
4615.51,4.30328,4.18701,1.26,17.094,211,5,
4615.51,4.30328,4.18549,1.26,17.094,211,5,
4615.51,4.30725,4.18396,1.26,17.094,211,5,
4615.51,4.30817,4.18396,1.26,17.094,211,5,
4615.51,4.30786,4.18549,1.26,17.094,211,5,
4615.52,4.31274,4.18854,1.26,17.094,211,5,
4615.52,4.31274,4.18549,1.26,17.094,211,5,
4615.52,4.31305,4.18244,1.26,17.094,211,5,
4615.52,4.31824,4.18701,1.26,17.094,211,5,
4615.52,4.31793,4.18701,1.26,17.094,211,5,
4615.53,4.31763,4.18701,1.26,17.094,211,5,
4615.53,4.32251,4.18396,1.26,17.094,211,5,
4615.53,4.32312,4.18396,1.26,17.094,211,5,
4615.53,4.32312,4.18396,1.26,17.094,211,5,
4615.53,4.32709,4.18549,1.26,17.094,211,5,
4615.54,4.3277,4.18549,1.26,17.094,211,5,
4615.54,4.32709,4.18701,1.26,17.094,211,5,
4615.54,4.33136,4.18396,1.26,17.094,211,5,
4615.54,4.33228,4.18549,1.26,17.094,211,5,
4615.54,4.33197,4.18244,1.26,17.094,211,5,
4615.55,4.33624,4.18396,1.26,17.094,211,5,
4615.55,4.33777,4.18244,1.26,17.094,211,5,
4615.55,4.33716,4.18549,1.26,17.094,211,5,
4615.55,4.33868,4.18854,1.26,17.094,211,5,
4615.55,4.34265,4.18701,1.26,17.094,211,5,
4615.56,4.34235,4.18549,1.26,17.094,211,5,
