sec,CH1,CH14,CH40,CH42,CH47,CH54,
11561.4,4.9646,6.87103,1.066,19.9734,501,5,
11561.4,4.9646,6.86951,1.066,19.9734,501,5,
11561.4,4.9646,6.87256,1.066,19.9734,501,5,
11561.4,4.96857,6.87256,1.066,19.9734,501,5,
11561.4,4.96979,6.87256,1.066,19.9734,501,5,
11561.4,4.96918,6.86951,1.066,19.9734,501,5,
11561.4,4.96948,6.87103,1.066,19.9734,501,5,
11561.4,4.96918,6.86951,1.066,19.9734,501,5,
11561.4,4.96948,6.87409,1.066,19.9734,501,5,
11561.4,4.96918,6.87103,1.066,19.9734,501,5,
11561.4,4.9707,6.87256,1.066,19.9734,501,5,
11561.4,4.97437,6.87256,1.066,19.9734,501,5,
11561.4,4.97437,6.87103,1.066,19.9734,501,5,
11561.4,4.97467,6.87409,1.066,19.9734,501,5,
11561.4,4.97437,6.87256,1.066,19.9734,501,5,
11561.4,4.97437,6.86798,1.066,19.9734,501,5,
11561.5,4.97467,6.87103,1.066,19.9734,501,5,
11561.5,4.97864,6.86951,1.066,19.9734,501,5,
11561.5,4.97894,6.87103,1.066,19.9734,501,5,
11561.5,4.97894,6.87561,1.066,19.9734,501,5,
11561.5,4.97894,6.87103,1.066,19.9734,501,5,
11561.5,4.97803,6.87103,1.066,19.9734,501,5,
11561.5,4.97925,6.87256,1.066,19.9734,501,5,
11561.5,4.97894,6.86798,1.066,19.9734,501,5,
11561.5,4.98413,6.87256,1.066,19.9734,501,5,
11561.5,4.98383,6.87103,1.066,19.9734,501,5,
11561.5,4.98383,6.86798,1.066,19.9734,501,5,
11561.5,4.98413,6.87103,1.066,19.9734,501,5,
11561.5,4.98474,6.87409,1.066,19.9734,501,5,
11561.5,4.98413,6.87103,1.066,19.9734,501,5,
11561.5,4.9884,6.87256,1.066,19.9734,501,5,
11561.5,4.98901,6.87409,1.066,19.9734,501,5,
11561.5,4.98901,6.87409,1.066,19.9734,501,5,
11561.5,4.98901,6.87103,1.066,19.9734,501,5,
11561.5,4.9881,6.86951,1.066,19.9734,501,5,
11561.5,4.98932,6.87103,1.066,19.9734,501,5,
11561.5,4.9939,6.87103,1.066,19.9734,501,5,
11561.5,4.9939,6.87256,1.066,19.9734,501,5,
11561.5,4.9939,6.86951,1.066,19.9734,501,5,
11561.5,4.9939,6.87103,1.066,19.9734,501,5,
11561.5,4.99359,6.87256,1.066,19.9734,501,5,
11561.5,4.9942,6.87409,1.066,19.9734,501,5,
11561.5,4.99786,6.87256,1.066,19.9734,501,5,
11561.5,4.99939,6.86798,1.066,19.9734,501,5,
11561.5,4.99878,6.87256,1.066,19.9734,501,5,
11561.5,4.99908,6.87256,1.066,19.9734,501,5,
11561.5,4.99939,6.86646,1.066,19.9734,501,5,
11561.5,4.99847,6.87256,1.066,19.9734,501,5,
11561.5,5.00244,6.87409,1.066,19.9734,501,5,
11561.5,5.00397,6.86798,1.066,19.9734,501,5,
11561.5,5.00397,6.87409,1.066,19.9734,501,5,
11561.5,5.00427,6.87256,1.066,19.9734,501,5,
11561.5,5.00397,6.87256,1.066,19.9734,501,5,
11561.5,5.00427,6.87256,1.066,19.9734,501,5,
11561.5,5.00763,6.87409,1.066,19.9734,501,5,
11561.5,5.00946,6.87256,1.066,19.9734,501,5,
11561.5,5.00916,6.87103,1.066,19.9734,501,5,
11561.5,5.00916,6.87103,1.066,19.9734,501,5,
11561.5,5.00916,6.87409,1.066,19.9734,501,5,
11561.5,5.00946,6.86951,1.066,19.9734,501,5,
11561.5,5.01312,6.87256,1.066,19.9734,501,5,
11561.5,5.01465,6.86951,1.066,19.9734,501,5,
11561.5,5.01404,6.86798,1.066,19.9734,501,5,
11561.5,5.01404,6.87103,1.066,19.9734,501,5,
11561.5,5.01404,6.87409,1.066,19.9734,501,5,
11561.5,5.01404,6.87103,1.066,19.9734,501,5,
