sec,CH1,CH14,CH40,CH42,CH47,CH54,
4374.03,-4.65912,3.01972,0.41,7.72002,159,5,
4374.03,-4.65912,3.02277,0.41,7.72002,159,5,
4374.03,-4.65942,3.01666,0.41,7.72002,159,5,
4374.03,-4.65881,3.02124,0.41,7.72002,159,5,
4374.03,-4.6582,3.01972,0.41,7.72002,159,5,
4374.04,-4.65485,3.02124,0.41,7.72002,159,5,
4374.04,-4.65454,3.01666,0.41,7.72002,159,5,
4374.04,-4.65424,3.02887,0.41,7.72002,159,5,
4374.04,-4.65424,3.03497,0.41,7.72002,159,5,
4374.04,-4.65424,3.03345,0.41,7.72002,159,5,
4374.05,-4.65424,3.03497,0.41,7.72002,159,5,
4374.05,-4.65393,3.03345,0.41,7.72002,159,5,
4374.05,-4.65363,3.03345,0.41,7.72002,159,5,
4374.05,-4.65332,3.03192,0.41,7.72002,159,5,
4374.05,-4.65393,3.0304,0.41,7.72002,159,5,
4374.06,-4.65454,3.03192,0.41,7.72002,159,5,
4374.06,-4.65332,3.0304,0.41,7.72002,159,5,
4374.06,-4.65454,3.03192,0.41,7.72002,159,5,
4374.06,-4.65454,3.03345,0.41,7.72002,159,5,
4374.06,-4.65424,3.02887,0.41,7.72002,159,5,
4374.07,-4.65393,3.0304,0.41,7.72002,159,5,
4374.07,-4.65424,3.03192,0.41,7.72002,159,5,
4374.07,-4.65424,3.03192,0.41,7.72002,159,5,
4374.07,-4.65393,3.0304,0.41,7.72002,159,5,
4374.07,-4.65393,3.02734,0.41,7.72002,159,5,
4374.08,-4.65424,3.03192,0.41,7.72002,159,5,
4374.08,-4.65424,3.03192,0.41,7.72002,159,5,
4374.08,-4.65454,3.02887,0.41,7.72002,159,5,
4374.08,-4.65393,3.0304,0.41,7.72002,159,5,
4374.08,-4.65393,3.03192,0.41,7.72002,159,5,
4374.09,-4.65485,3.03497,0.41,7.72002,159,5,
4374.09,-4.65363,3.0304,0.41,7.72002,159,5,
4374.09,-4.65424,3.03497,0.41,7.72002,159,5,
4374.09,-4.65363,3.03345,0.41,7.72002,159,5,
4374.09,-4.65454,3.02887,0.41,7.72002,159,5,
4374.1,-4.65424,3.04566,0.41,7.72002,159,5,
4374.1,-4.65332,3.0426,0.41,7.72002,159,5,
