min,CH1,CH14,CH40,CH42,CH47,CH54,
76.0887,4.50378,1.67694,0,18.1928,141,5,
76.0888,4.50317,1.67694,0,18.1928,141,5,
76.0888,4.50409,1.67999,0,18.1928,141,5,
76.0888,4.50867,1.67694,0,18.1928,141,5,
76.0889,4.50836,1.67999,0,18.1928,141,5,
76.0889,4.50836,1.67999,0,18.1928,141,5,
76.0889,4.51294,1.67999,0,18.1928,141,5,
76.089,4.51355,1.67694,0,18.1928,141,5,
76.089,4.51324,1.67847,0,18.1928,141,5,
76.089,4.51538,1.68152,0,18.1928,141,5,
76.0891,4.51813,1.67542,0,18.1928,141,5,
76.0891,4.51813,1.67847,0,18.1928,141,5,
76.0891,4.51813,1.67847,0,18.1928,141,5,
76.0892,4.52301,1.67847,0,18.1928,141,5,
76.0892,4.52332,1.67847,0,18.1928,141,5,
76.0892,4.52271,1.67999,0,18.1928,141,5,
76.0893,4.52728,1.67847,0,18.1928,141,5,
76.0893,4.5282,1.67542,0,18.1928,141,5,
76.0893,4.52789,1.67694,0,18.1928,141,5,
76.0894,4.53278,1.67999,0,18.1928,141,5,
76.0894,4.53278,1.67847,0,18.1928,141,5,
76.0894,4.53278,1.67542,0,18.1928,141,5,
76.0895,4.53766,1.67694,0,18.1928,141,5,
76.0895,4.53827,1.67694,0,18.1928,141,5,
76.0895,4.53857,1.67542,0,18.1928,141,5,
76.0896,4.54224,1.67847,0,18.1928,141,5,
76.0896,4.54285,1.67999,0,18.1928,141,5,
76.0896,4.54498,1.67847,0,18.1928,141,5,
76.0897,4.54712,1.67847,0,18.1928,141,5,
76.0897,4.54773,1.67847,0,18.1928,141,5,
76.0897,4.55139,1.67847,0,18.1928,141,5,
76.0898,4.552,1.67694,0,18.1928,141,5,
76.0898,4.5517,1.67847,0,18.1928,141,5,
76.0898,4.55688,1.67847,0,18.1928,141,5,
76.0899,4.55719,1.67847,0,18.1928,141,5,
76.0899,4.55963,1.67694,0,18.1928,141,5,
76.0899,4.56238,1.67847,0,18.1928,141,5,
76.09,4.56177,1.67847,0,18.1928,141,5,
76.09,4.56665,1.67999,0,18.1928,141,5,
76.09,4.56696,1.67847,0,18.1928,141,5,
76.0901,4.56726,1.68305,0,18.1928,141,5,
76.0901,4.57153,1.68152,0,18.1928,141,5,
76.0901,4.57184,1.68152,0,18.1928,141,5,
76.0902,4.5755,1.67847,0,18.1928,141,5,
76.0902,4.57672,1.67847,0,18.1928,141,5,
76.0902,4.57672,1.67542,0,18.1928,141,5,
76.0903,4.5816,1.67694,0,18.1928,141,5,
76.0903,4.58191,1.67694,0,18.1928,141,5,
76.0903,4.58588,1.67847,0,18.1928,141,5,
76.0904,4.58649,1.67694,0,18.1928,141,5,
76.0904,4.58679,1.68152,0,18.1928,141,5,
76.0904,4.59137,1.67694,0,18.1928,141,5,
76.0905,4.59198,1.67694,0,18.1928,141,5,
76.0905,4.59595,1.67847,0,18.1928,141,5,
76.0905,4.59686,1.67847,0,18.1928,141,5,
76.0906,4.59656,1.67694,0,18.1928,141,5,
76.0906,4.60175,1.67542,0,18.1928,141,5,
76.0906,4.60205,1.67694,0,18.1928,141,5,
76.0907,4.60602,1.67694,0,18.1928,141,5,
76.0907,4.60632,1.67694,0,18.1928,141,5,
76.0907,4.60785,1.67999,0,18.1928,141,5,
76.0908,4.61151,1.67694,0,18.1928,141,5,
76.0908,4.6109,1.67847,0,18.1928,141,5,
76.0908,4.61578,1.67847,0,18.1928,141,5,
76.0909,4.61609,1.6922,0,18.1928,141,5,
76.0909,4.62006,1.6922,0,18.1928,141,5,
76.0909,4.62128,1.69067,0,18.1928,141,5,
76.091,4.62341,1.6922,0,18.1928,141,5,
76.091,4.62585,1.6922,0,18.1928,141,5,
76.091,4.62555,1.6922,0,18.1928,141,5,
76.0911,4.63074,1.69067,0,18.1928,141,5,
76.0911,4.63074,1.68915,0,18.1928,141,5,
76.0911,4.6347,1.69067,0,18.1928,141,5,
76.0912,4.63562,1.68915,0,18.1928,141,5,
76.0912,4.63745,1.6922,0,18.1928,141,5,
76.0912,4.64081,1.68762,0,18.1928,141,5,
76.0913,4.64081,1.69525,0,18.1928,141,5,
76.0913,4.64539,1.69067,0,18.1928,141,5,
76.0913,4.646,1.68915,0,18.1928,141,5,
76.0914,4.65057,1.69067,0,18.1928,141,5,
76.0914,4.65027,1.68915,0,18.1928,141,5,
76.0914,4.6524,1.69067,0,18.1928,141,5,
76.0915,4.65515,1.6922,0,18.1928,141,5,
76.0915,4.65546,1.69067,0,18.1928,141,5,
76.0915,4.66034,1.68762,0,18.1928,141,5,
76.0916,4.66003,1.68915,0,18.1928,141,5,
76.0916,4.66522,1.69067,0,18.1928,141,5,
76.0916,4.66522,1.68762,0,18.1928,141,5,
76.0917,4.66919,1.6922,0,18.1928,141,5,
76.0917,4.6698,1.6922,0,18.1928,141,5,
76.0917,4.67194,1.69067,0,18.1928,141,5,
76.0918,4.67499,1.69525,0,18.1928,141,5,
76.0918,4.67529,1.69067,0,18.1928,141,5,
76.0918,4.68048,1.69067,0,18.1928,141,5,
76.0919,4.67957,1.69373,0,18.1928,141,5,
76.0919,4.68353,1.69067,0,18.1928,141,5,
76.0919,4.68506,1.69067,0,18.1928,141,5,
76.092,4.68658,1.69067,0,18.1928,141,5,
76.092,4.69025,1.68762,0,18.1928,141,5,
76.092,4.68964,1.68762,0,18.1928,141,5,
76.0921,4.69452,1.6922,0,18.1928,141,5,
76.0921,4.69421,1.68762,0,18.1928,141,5,
76.0921,4.6994,1.69067,0,18.1928,141,5,
76.0922,4.6994,1.68915,0,18.1928,141,5,
76.0922,4.70123,1.68762,0,18.1928,141,5,
76.0922,4.7049,1.68915,0,18.1928,141,5,
76.0923,4.70459,1.69067,0,18.1928,141,5,
76.0923,4.70886,1.6922,0,18.1928,141,5,
76.0923,4.70886,1.6922,0,18.1928,141,5,
76.0924,4.71405,1.69373,0,18.1928,141,5,
76.0924,4.71405,1.69373,0,18.1928,141,5,
76.0924,4.71619,1.6922,0,18.1928,141,5,
76.0925,4.71893,1.69067,0,18.1928,141,5,
76.0925,4.71924,1.6861,0,18.1928,141,5,
76.0925,4.72382,1.68915,0,18.1928,141,5,
76.0926,4.72412,1.69373,0,18.1928,141,5,
76.0926,4.72778,1.68915,0,18.1928,141,5,
76.0926,4.72839,1.6922,0,18.1928,141,5,
76.0927,4.7287,1.69067,0,18.1928,141,5,
76.0927,4.73389,1.68915,0,18.1928,141,5,
76.0927,4.73297,1.68915,0,18.1928,141,5,
76.0928,4.73846,1.6922,0,18.1928,141,5,
76.0928,4.73907,1.6922,0,18.1928,141,5,
76.0928,4.7403,1.69067,0,18.1928,141,5,
76.0929,4.74335,1.68762,0,18.1928,141,5,
76.0929,4.74304,1.6922,0,18.1928,141,5,
76.0929,4.74823,1.68915,0,18.1928,141,5,
76.093,4.74854,1.6922,0,18.1928,141,5,
76.093,4.75067,1.69525,0,18.1928,141,5,
76.093,4.75372,1.68762,0,18.1928,141,5,
76.0931,4.75311,1.68762,0,18.1928,141,5,
76.0931,4.7583,1.69067,0,18.1928,141,5,
76.0931,4.7583,1.69067,0,18.1928,141,5,
76.0932,4.76013,1.6922,0,18.1928,141,5,
76.0932,4.76349,1.70441,0,18.1928,141,5,
76.0932,4.76318,1.70136,0,18.1928,141,5,
76.0933,4.76715,1.70288,0,18.1928,141,5,
76.0933,4.76776,1.70441,0,18.1928,141,5,
76.0933,4.76868,1.70441,0,18.1928,141,5,
76.0934,4.77295,1.70441,0,18.1928,141,5,
76.0934,4.77325,1.70288,0,18.1928,141,5,
76.0934,4.77448,1.70288,0,18.1928,141,5,
76.0935,4.77814,1.70746,0,18.1928,141,5,
76.0935,4.77783,1.70288,0,18.1928,141,5,
76.0935,4.7821,1.70441,0,18.1928,141,5,
76.0936,4.78302,1.70288,0,18.1928,141,5,
76.0936,4.78271,1.70441,0,18.1928,141,5,
76.0936,4.78729,1.70288,0,18.1928,141,5,
76.0937,4.78851,1.70441,0,18.1928,141,5,
76.0937,4.7876,1.70593,0,18.1928,141,5,
76.0937,4.79309,1.70441,0,18.1928,141,5,
76.0938,4.79218,1.70441,0,18.1928,141,5,
76.0938,4.79492,1.70288,0,18.1928,141,5,
76.0938,4.79797,1.70288,0,18.1928,141,5,
76.0939,4.79828,1.70288,0,18.1928,141,5,
76.0939,4.80133,1.70288,0,18.1928,141,5,
76.0939,4.80225,1.70136,0,18.1928,141,5,
76.094,4.80255,1.70136,0,18.1928,141,5,
76.094,4.80682,1.70441,0,18.1928,141,5,
76.094,4.80713,1.70441,0,18.1928,141,5,
76.0941,4.80804,1.70441,0,18.1928,141,5,
76.0941,4.81171,1.70441,0,18.1928,141,5,
76.0941,4.81262,1.69983,0,18.1928,141,5,
76.0942,4.81201,1.70288,0,18.1928,141,5,
76.0942,4.81628,1.70288,0,18.1928,141,5,
76.0942,4.81812,1.70441,0,18.1928,141,5,
76.0943,4.81781,1.70441,0,18.1928,141,5,
76.0943,4.81964,1.70136,0,18.1928,141,5,
76.0943,4.82269,1.70136,0,18.1928,141,5,
76.0944,4.82269,1.70288,0,18.1928,141,5,
76.0944,4.82391,1.70288,0,8.63309,141,5,
76.0944,4.82727,1.70288,0,8.63309,141,5,
76.0945,4.82635,1.70136,0,8.63309,141,5,
76.0945,4.82697,1.70441,0,8.63309,141,5,
76.0945,4.83124,1.70288,0,8.63309,141,5,
76.0946,4.83185,1.70593,0,8.63309,141,5,
76.0946,4.83124,1.70288,0,8.63309,141,5,
76.0946,4.83673,1.70593,0,8.63309,141,5,
76.0947,4.83734,1.70593,0,8.63309,141,5,
76.0947,4.83673,1.70441,0,8.63309,141,5,
76.0947,4.83734,1.70441,0,8.63309,141,5,
76.0948,4.84161,1.70288,0,8.63309,141,5,
76.0948,4.84131,1.70288,0,8.63309,141,5,
76.0948,4.84131,1.70746,0,8.63309,141,5,
