sec,CH1,CH14,CH40,CH42,CH47,CH54,
5221.36,6.35529,9.66187,2.372,18.3374,350,5,
5221.37,6.35559,9.66339,2.372,18.3374,350,5,
5221.37,6.35223,9.66644,2.372,18.3374,350,5,
5221.37,6.3501,9.66644,2.372,18.3374,350,5,
5221.37,6.35071,9.66339,2.372,18.3374,350,5,
5221.37,6.3501,9.66492,2.372,18.3374,350,5,
5221.38,6.3504,9.67865,2.372,18.3374,350,5,
5221.38,6.3504,9.6756,2.372,18.3374,350,5,
5221.38,6.34674,9.67712,2.372,18.3374,350,5,
5221.38,6.34552,9.6817,2.372,18.3374,350,5,
5221.38,6.34521,9.6756,2.372,18.3374,350,5,
5221.39,6.3446,9.67712,2.372,18.3374,350,5,
5221.39,6.34491,9.68628,2.372,18.3374,350,5,
5221.39,6.34491,9.68933,2.372,18.3374,350,5,
5221.39,6.34186,9.68323,2.372,18.3374,350,5,
5221.39,6.34064,9.68933,2.372,18.3374,350,5,
5221.4,6.34094,9.68628,2.372,18.3374,350,5,
5221.4,6.34003,9.69086,2.372,18.3374,350,5,
5221.4,6.34033,9.70154,2.372,18.3374,350,5,
5221.4,6.34003,9.70001,2.372,18.3374,350,5,
5221.4,6.33972,9.69849,2.372,18.3374,350,5,
5221.41,6.33545,9.70306,2.372,18.3374,350,5,
5221.41,6.33484,9.70154,2.372,18.3374,350,5,
5221.41,6.33606,9.70154,2.372,18.3374,350,5,
5221.41,6.33545,9.71375,2.372,18.3374,350,5,
5221.41,6.33484,9.71069,2.372,18.3374,350,5,
5221.42,6.33636,9.71222,2.372,18.3374,350,5,
5221.42,6.3324,9.71069,2.372,18.3374,350,5,
5221.42,6.33057,9.71222,2.372,18.3374,350,5,
5221.42,6.32996,9.71069,2.372,18.3374,350,5,
5221.42,6.33057,9.7229,2.372,18.3374,350,5,
5221.43,6.33087,9.72443,2.372,18.3374,350,5,
5221.43,6.33118,9.7229,2.372,18.3374,350,5,
5221.43,6.33118,9.72595,2.372,18.3374,350,5,
5221.43,6.32568,9.72443,2.372,18.3374,350,5,
5221.43,6.32538,9.72443,2.372,18.3374,350,5,
5221.44,6.32568,9.73358,2.372,18.3374,350,5,
5221.44,6.32599,9.73663,2.372,18.3374,350,5,
5221.44,6.32599,9.73816,2.372,18.3374,350,5,
5221.44,6.32629,9.73816,2.372,18.3374,350,5,
5221.44,6.32599,9.73816,2.372,18.3374,350,5,
5221.45,6.32233,9.73663,2.372,18.3374,350,5,
5221.45,6.3208,9.74884,2.372,18.3374,350,5,
5221.45,6.32111,9.74884,2.372,18.3374,350,5,
5221.45,6.3208,9.74732,2.372,18.3374,350,5,
5221.45,6.32141,9.74732,2.372,18.3374,350,5,
