1800-SECPT.acq
2 msec/sample
6 channels
RSP, X, RSPEC-R
Volts
EDA, Y, PPGED-R
microsiemens
ECG R-R
Seconds
Respiration Rate
BPM
C7 - EDR
Peaks
C14 - Control
Volts
min,CH1,CH14,CH40,CH42,CH47,CH54,
,65966,65966,65966,65966,65966,65966,
105.762,4.94446,0.531007,0.596,18.2815,76,0,
105.762,4.94476,0.534059,0.596,18.2815,76,0,
105.762,4.94415,0.527955,0.596,18.2815,76,0,
105.762,4.94476,0.531007,0.596,18.2815,76,0,
105.762,4.94537,0.531007,0.596,18.2815,76,0,
105.762,4.94507,0.532533,0.596,18.2815,76,0,
105.762,4.94507,0.527955,0.596,18.2815,76,0,
105.762,4.94537,0.531007,0.596,18.2815,76,0,
105.762,4.94507,0.529481,0.596,18.2815,76,0,
105.762,4.94415,0.532533,0.596,18.2815,76,0,
105.762,4.94476,0.532533,0.596,18.2815,76,0,
105.762,4.94476,0.531007,0.596,18.2815,76,0,
105.762,4.94446,0.529481,0.596,18.2815,76,0,
105.762,4.93988,0.532533,0.596,18.2815,76,0,
105.762,4.93927,0.532533,0.596,18.2815,76,0,
105.762,4.93927,0.532533,0.596,18.2815,76,0,
105.762,4.93958,0.527955,0.596,18.2815,76,0,
105.762,4.94019,0.531007,0.596,18.2815,76,0,
105.762,4.94019,0.531007,0.596,18.2815,76,0,
105.762,4.93958,0.529481,0.596,18.2815,76,0,
105.762,4.93988,0.527955,0.596,18.2815,76,0,
105.762,4.93958,0.531007,0.596,18.2815,76,0,
105.762,4.94049,0.529481,0.596,18.2815,76,0,
105.762,4.94019,0.531007,0.596,18.2815,76,0,
105.763,4.94019,0.529481,0.596,18.2815,76,0,
105.763,4.93958,0.532533,0.596,18.2815,76,0,
105.763,4.93988,0.529481,0.596,18.2815,76,0,
105.763,4.93469,0.529481,0.596,18.2815,76,0,
105.763,4.9353,0.529481,0.596,18.2815,76,0,
105.763,4.935,0.527955,0.596,18.2815,76,0,
105.763,4.935,0.529481,0.596,18.2815,76,0,
105.763,4.935,0.531007,0.596,18.2815,76,0,
105.763,4.93439,0.531007,0.596,18.2815,76,0,
105.763,4.93561,0.532533,0.596,18.2815,76,0,
105.763,4.935,0.535584,0.596,18.2815,76,0,
105.763,4.93561,0.529481,0.596,18.2815,76,0,
105.763,4.935,0.531007,0.596,18.2815,76,0,
105.763,4.93469,0.529481,0.596,18.2815,76,0,
105.763,4.935,0.532533,0.596,18.2815,76,0,
105.763,4.93469,0.529481,0.596,18.2815,76,0,
105.763,4.93073,0.531007,0.596,18.2815,76,0,
105.763,4.92981,0.527955,0.596,18.2815,76,0,
105.763,4.93011,0.529481,0.596,18.2815,76,0,
105.763,4.93042,0.535584,0.596,18.2815,76,0,
105.763,4.9292,0.532533,0.596,18.2815,76,0,
105.763,4.92981,0.534059,0.596,18.2815,76,0,
105.763,4.92981,0.531007,0.596,18.2815,76,0,
105.763,4.93011,0.531007,0.596,18.2815,76,0,
105.763,4.9295,0.529481,0.596,18.2815,76,0,
105.763,4.93073,0.531007,0.596,18.2815,76,0,
105.763,4.93073,0.532533,0.596,18.2815,76,0,
105.763,4.92981,0.534059,0.596,18.2815,76,0,
105.763,4.9295,0.529481,0.596,18.2815,76,0,
105.763,4.92615,0.531007,0.596,18.2815,76,0,
105.763,4.92554,0.526429,0.596,18.2815,76,0,
105.764,4.92493,0.529481,0.596,18.2815,76,0,
105.764,4.92523,0.531007,0.596,18.2815,76,0,
105.764,4.92523,0.532533,0.596,18.2815,76,0,
105.764,4.92523,0.529481,0.596,18.2815,76,0,
105.764,4.92493,0.529481,0.596,18.2815,76,0,
105.764,4.92493,0.532533,0.596,18.2815,76,0,
105.764,4.92493,0.534059,0.596,18.2815,76,0,
105.764,4.92462,0.529481,0.596,18.2815,76,0,
105.764,4.92432,0.527955,0.596,18.2815,76,0,
105.764,4.92523,0.532533,0.596,18.2815,76,0,
105.764,4.92554,0.532533,0.596,18.2815,76,0,
105.764,4.92493,0.531007,0.596,18.2815,76,0,
105.764,4.91943,0.529481,0.596,18.2815,76,0,
105.764,4.91974,0.527955,0.596,18.2815,76,0,
105.764,4.92126,0.531007,0.596,18.2815,76,0,
105.764,4.92035,0.532533,0.596,18.2815,76,0,
105.764,4.91974,0.531007,0.596,18.2815,76,0,
105.764,4.92065,0.532533,0.596,18.2815,76,0,
105.764,4.92004,0.531007,0.596,18.2815,76,0,
105.764,4.91943,0.532533,0.596,18.2815,76,0,
105.764,4.92065,0.534059,0.596,18.2815,76,0,
105.764,4.92004,0.531007,0.596,18.2815,76,0,
105.764,4.91943,0.531007,0.596,18.2815,76,0,
105.764,4.91974,0.527955,0.596,18.2815,76,0,
105.764,4.91943,0.529481,0.596,18.2815,76,0,
105.764,4.92004,0.531007,0.596,18.2815,76,0,
105.764,4.91882,0.529481,0.596,18.2815,76,0,
105.764,4.91486,0.529481,0.596,18.2815,76,0,
105.764,4.91547,0.532533,0.596,18.2815,76,0,
105.764,4.91516,0.531007,0.596,18.2815,76,0,
105.765,4.91547,0.531007,0.596,18.2815,76,0,
105.765,4.91577,0.529481,0.596,18.2815,76,0,
105.765,4.91516,0.534059,0.596,18.2815,76,0,
105.765,4.91516,0.531007,0.596,18.2815,76,0,
105.765,4.91516,0.532533,0.596,18.2815,76,0,
105.765,4.91516,0.529481,0.596,18.2815,76,0,
105.765,4.91516,0.532533,0.596,18.2815,76,0,
105.765,4.91577,0.529481,0.596,18.2815,76,0,
105.765,4.91516,0.531007,0.596,18.2815,76,0,
105.765,4.91547,0.532533,0.596,18.2815,76,0,
105.765,4.91516,0.531007,0.596,18.2815,76,0,
105.765,4.91547,0.529481,0.596,18.2815,76,0,
105.765,4.91577,0.532533,0.596,18.2815,76,0,
105.765,4.9115,0.529481,0.596,18.2815,76,0,
105.765,4.91058,0.529481,0.596,18.2815,76,0,
105.765,4.91028,0.531007,0.596,18.2815,76,0,
105.765,4.90997,0.529481,0.596,18.2815,76,0,
105.765,4.90997,0.527955,0.596,18.2815,76,0,
105.765,4.91028,0.531007,0.596,18.2815,76,0,
105.765,4.90967,0.531007,0.596,18.2815,76,0,
105.765,4.91058,0.531007,0.596,18.2815,76,0,
105.765,4.91058,0.531007,0.596,18.2815,76,0,
105.765,4.91058,0.527955,0.596,18.2815,76,0,
