4400-SECPT.acq
2 msec/sample
6 channels
RSP, X, RSPEC-R
Volts
EDA, Y, PPGED-R
microsiemens
ECG R-R
Seconds
Respiration Rate
BPM
C7 - EDR
Peaks
C14 - Control
Volts
sec,CH1,CH14,CH40,CH42,CH47,CH54,
,23960,23960,23960,23960,23960,23960,
11946,3.55499,5.53894,0.46,9.12964,750,5,
11946,3.55347,5.54199,0.46,9.12964,750,5,
11946,3.55347,5.54047,0.46,9.12964,750,5,
11946,3.55286,5.54199,0.46,9.12964,750,5,
11946,3.54828,5.54199,0.46,9.12964,750,5,
11946,3.54797,5.53742,0.46,9.12964,750,5,
11946,3.54797,5.54047,0.46,9.12964,750,5,
11946,3.5437,5.54352,0.46,9.12964,750,5,
11946,3.5434,5.54199,0.46,9.12964,750,5,
11946,3.5437,5.54199,0.46,9.12964,750,5,
11946,3.54218,5.54199,0.46,9.12964,750,5,
11946,3.53912,5.54504,0.46,9.12964,750,5,
11946,3.53851,5.54199,0.46,9.12964,750,5,
11946,3.53851,5.53742,0.46,9.12964,750,5,
11946,3.53455,5.54962,0.46,9.12964,750,5,
11946,3.53394,5.55267,0.46,9.12964,750,5,
11946,3.53363,5.54962,0.46,9.12964,750,5,
11946,3.53241,5.55573,0.46,9.12964,750,5,
11946,3.52875,5.55267,0.46,9.12964,750,5,
11946,3.52875,5.5542,0.46,9.12964,750,5,
11946,3.52875,5.55267,0.46,9.12964,750,5,
11946,3.52448,5.5481,0.46,9.12964,750,5,
11946,3.52356,5.5542,0.46,9.12964,750,5,
11946,3.52356,5.54962,0.46,9.12964,750,5,
11946,3.52295,5.5542,0.46,9.12964,750,5,
11946,3.5199,5.55267,0.46,9.12964,750,5,
11946,3.51929,5.55267,0.46,9.12964,750,5,
11946,3.51898,5.55267,0.46,9.12964,750,5,
11946,3.5144,5.5542,0.46,9.12964,750,5,
11946,3.5141,5.55115,0.46,9.12964,750,5,
11946,3.5141,5.55267,0.46,9.12964,750,5,
11946,3.5144,5.55115,0.46,9.12964,750,5,
11946,3.50861,5.55115,0.46,9.12964,750,5,
11946,3.50922,5.55115,0.46,9.12964,750,5,
11946,3.50983,5.5542,0.46,9.12964,750,5,
11946,3.50586,5.5603,0.46,9.12964,750,5,
11946,3.50555,5.56793,0.46,9.12964,750,5,
11946,3.50433,5.56488,0.46,9.12964,750,5,
11946,3.50433,5.56488,0.46,9.12964,750,5,
11946,3.49976,5.56641,0.46,9.12964,750,5,
11946,3.49945,5.56641,0.46,9.12964,750,5,
11946,3.50006,5.56336,0.46,9.12964,750,5,
11946,3.49976,5.56641,0.46,9.12964,750,5,
11946.1,3.49457,5.56488,0.46,9.12964,750,5,
11946.1,3.49426,5.56641,0.46,9.12964,750,5,
11946.1,3.49396,5.56488,0.46,9.12964,750,5,
11946.1,3.49518,5.56488,0.46,9.12964,750,5,
11946.1,3.48969,5.56793,0.46,9.12964,750,5,
11946.1,3.48969,5.56641,0.46,9.12964,750,5,
11946.1,3.4906,5.56488,0.46,9.12964,750,5,
11946.1,3.48846,5.56488,0.46,9.12964,750,5,
11946.1,3.48419,5.56488,0.46,9.12964,750,5,
11946.1,3.4845,5.56488,0.46,9.12964,750,5,
11946.1,3.4848,5.56488,0.46,9.12964,750,5,
11946.1,3.48389,5.56488,0.46,9.12964,750,5,
11946.1,3.47961,5.58014,0.46,9.12964,750,5,
11946.1,3.47931,5.57556,0.46,9.12964,750,5,
