sec,CH1,CH14,CH40,CH42,CH47,CH54,
10809.5,4.35822,4.4632,0,11.2486,658,5,
10809.5,4.36157,4.46014,0,11.2486,658,5,
10809.5,4.36157,4.4632,0,11.2486,658,5,
10809.5,4.36157,4.46014,0,11.2486,658,5,
10809.5,4.36646,4.45862,0,11.2486,658,5,
10809.5,4.36615,4.46167,0,11.2486,658,5,
10809.5,4.36676,4.46014,0,11.2486,658,5,
10809.5,4.37073,4.46472,0,11.2486,658,5,
10809.5,4.37164,4.4632,0,11.2486,658,5,
10809.5,4.37164,4.46014,0,11.2486,658,5,
10809.6,4.37195,4.46472,0,11.2486,658,5,
10809.6,4.37653,4.45862,0,11.2486,658,5,
10809.6,4.37622,4.46167,0,11.2486,658,5,
10809.6,4.37653,4.4632,0,11.2486,658,5,
10809.6,4.38141,4.46167,0,11.2486,658,5,
10809.6,4.38141,4.4632,0,11.2486,658,5,
10809.6,4.38141,4.46167,0,11.2486,658,5,
10809.6,4.38354,4.46472,0,11.2486,658,5,
10809.6,4.3866,4.4632,0,11.2486,658,5,
10809.6,4.3866,4.46014,0,11.2486,658,5,
10809.6,4.38599,4.46014,0,11.2486,658,5,
10809.6,4.39056,4.46167,0,11.2486,658,5,
10809.6,4.39056,4.46014,0,11.2486,658,5,
10809.6,4.39056,4.4632,0,11.2486,658,5,
10809.6,4.39331,4.44946,0,11.2486,658,5,
10809.6,4.39606,4.44794,0,11.2486,658,5,
10809.6,4.39606,4.44946,0,11.2486,658,5,
10809.6,4.39636,4.44946,0,11.2486,658,5,
10809.6,4.40125,4.44946,0,11.2486,658,5,
10809.6,4.40125,4.44946,0,11.2486,658,5,
10809.6,4.40063,4.44794,0,11.2486,658,5,
10809.6,4.40308,4.44794,0,11.2486,658,5,
10809.6,4.40643,4.44794,0,11.2486,658,5,
10809.6,4.40582,4.45099,0,11.2486,658,5,
10809.6,4.40521,4.44794,0,11.2486,658,5,
10809.6,4.4101,4.44794,0,11.2486,658,5,
10809.6,4.41162,4.44946,0,11.2486,658,5,
10809.6,4.41071,4.45099,0,11.2486,658,5,
10809.6,4.41254,4.44946,0,11.2486,658,5,
10809.6,4.41528,4.44794,0,11.2486,658,5,
10809.6,4.41589,4.44794,0,11.2486,658,5,
10809.6,4.41559,4.45099,0,11.2486,658,5,
10809.6,4.42078,4.44946,0,11.2486,658,5,
10809.6,4.42108,4.45252,0,11.2486,658,5,
10809.6,4.41986,4.44794,0,11.2486,658,5,
10809.6,4.4223,4.44794,0,11.2486,658,5,
