1400-SECPT.acq
2 msec/sample
6 channels
RSP, X, RSPEC-R
Volts
EDA, Y, PPGED-R
microsiemens
ECG R-R
Seconds
Respiration Rate
BPM
C7 - EDR
Peaks
C14 - Control
Volts
sec,CH1,CH14,CH40,CH42,CH47,CH54,
,22812,22812,22812,22812,22812,22812,
4827.1,5.71381,4.94528,1.662,19.9601,384,5,
4827.11,5.7135,4.94223,1.662,19.9601,384,5,
4827.11,5.71411,4.94528,1.662,19.9601,384,5,
4827.11,5.71442,4.94223,1.662,19.9601,384,5,
4827.11,5.71411,4.94528,1.662,19.9601,384,5,
4827.11,5.7135,4.94223,1.662,19.9601,384,5,
4827.12,5.71381,4.94681,1.662,19.9601,384,5,
4827.12,5.71411,4.94376,1.662,19.9601,384,5,
4827.12,5.71411,4.94223,1.662,19.9601,384,5,
4827.12,5.7132,4.94376,1.662,19.9601,384,5,
4827.12,5.71381,4.94376,1.662,19.9601,384,5,
4827.13,5.71411,4.94376,1.662,19.9601,384,5,
4827.13,5.71411,4.94528,1.662,19.9601,384,5,
4827.13,5.7135,4.94223,1.662,19.9601,384,5,
4827.13,5.71411,4.94376,1.662,19.9601,384,5,
4827.13,5.71442,4.94528,1.662,19.9601,384,5,
4827.14,5.7135,4.94223,1.662,19.9601,384,5,
4827.14,5.7135,4.94528,1.662,19.9601,384,5,
4827.14,5.71472,4.9407,1.662,19.9601,384,5,
4827.14,5.71411,4.94376,1.662,19.9601,384,5,
4827.14,5.7135,4.94223,1.662,19.9601,384,5,
4827.15,5.7135,4.94376,1.662,19.9601,384,5,
4827.15,5.71411,4.94223,1.662,19.9601,384,5,
4827.15,5.71381,4.9407,1.662,19.9601,384,5,
4827.15,5.71442,4.9285,1.662,19.9601,384,5,
4827.15,5.71442,4.93307,1.662,19.9601,384,5,
4827.16,5.71381,4.9346,1.662,19.9601,384,5,
4827.16,5.7135,4.93613,1.662,19.9601,384,5,
4827.16,5.71411,4.93307,1.662,19.9601,384,5,
4827.16,5.71381,4.93002,1.662,19.9601,384,5,
4827.16,5.7193,4.93307,1.662,19.9601,384,5,
4827.17,5.71899,4.93307,1.662,19.9601,384,5,
4827.17,5.7193,4.93155,1.662,19.9601,384,5,
4827.17,5.71899,4.93155,1.662,19.9601,384,5,
4827.17,5.71869,4.93155,1.662,19.9601,384,5,
4827.17,5.7193,4.9285,1.662,19.9601,384,5,
4827.18,5.7196,4.93307,1.662,19.9601,384,5,
4827.18,5.7193,4.93307,1.662,19.9601,384,5,
4827.18,5.7193,4.93307,1.662,19.9601,384,5,
4827.18,5.7196,4.93307,1.662,19.9601,384,5,
4827.18,5.72021,4.93307,1.662,19.9601,384,5,
4827.19,5.7196,4.9346,1.662,19.9601,384,5,
4827.19,5.71991,4.93307,1.662,19.9601,384,5,
4827.19,5.72021,4.9346,1.662,19.9601,384,5,
4827.19,5.71899,4.91934,1.662,19.9601,384,5,
4827.19,5.7193,4.92087,1.662,19.9601,384,5,
4827.2,5.71899,4.92087,1.662,19.9601,384,5,
4827.2,5.71899,4.91782,1.662,19.9601,384,5,
4827.2,5.71899,4.92087,1.662,19.9601,384,5,
4827.2,5.71869,4.91934,1.662,19.9601,384,5,
4827.2,5.71899,4.92087,1.662,19.9601,384,5,
4827.21,5.71838,4.91934,1.662,19.9601,384,5,
4827.21,5.71899,4.92087,1.662,19.9601,384,5,
4827.21,5.71808,4.91782,1.662,19.9601,384,5,
4827.21,5.71899,4.92087,1.662,19.9601,384,5,
4827.21,5.71838,4.91934,1.662,19.9601,384,5,
4827.22,5.72357,4.91934,1.662,19.9601,384,5,
4827.22,5.72357,4.92087,1.662,19.9601,384,5,
4827.22,5.72357,4.91934,1.662,19.9601,384,5,
4827.22,5.72327,4.92087,1.662,19.9601,384,5,
4827.22,5.72388,4.91934,1.662,19.9601,384,5,
4827.23,5.72357,4.91934,1.662,19.9601,384,5,
4827.23,5.72357,4.91782,1.662,19.9601,384,5,
4827.23,5.72418,4.91782,1.662,19.9601,384,5,
4827.23,5.72388,4.91324,1.662,19.9601,384,5,
4827.23,5.72357,4.90866,1.662,19.9601,384,5,
4827.24,5.72357,4.90866,1.662,19.9601,384,5,
4827.24,5.72845,4.90866,1.662,19.9601,384,5,
4827.24,5.72815,4.91019,1.662,19.9601,384,5,
4827.24,5.72845,4.90866,1.662,19.9601,384,5,
4827.24,5.72815,4.90866,1.662,19.9601,384,5,
4827.25,5.72876,4.90866,1.662,19.9601,384,5,
4827.25,5.72754,4.90866,1.662,19.9601,384,5,
4827.25,5.72815,4.90713,1.662,19.9601,384,5,
4827.25,5.72815,4.90866,1.662,19.9601,384,5,
4827.25,5.73395,4.90713,1.662,19.9601,384,5,
4827.26,5.73334,4.90408,1.662,19.9601,384,5,
4827.26,5.73273,4.91019,1.662,19.9601,384,5,
4827.26,5.73395,4.91019,1.662,19.9601,384,5,
4827.26,5.73364,4.90713,1.662,19.9601,384,5,
4827.26,5.73303,4.90866,1.662,19.9601,384,5,
4827.27,5.73853,4.90713,1.662,19.9601,384,5,
4827.27,5.73853,4.89493,1.662,19.9601,384,5,
4827.27,5.73853,4.89798,1.662,19.9601,384,5,
4827.27,5.73853,4.89493,1.662,19.9601,384,5,
4827.27,5.73883,4.89493,1.662,19.9601,384,5,
4827.28,5.73883,4.89493,1.662,19.9601,384,5,
4827.28,5.73792,4.8934,1.662,19.9601,384,5,
4827.28,5.73975,4.8934,1.662,19.9601,384,5,
4827.28,5.74371,4.89798,1.662,19.9601,384,5,
4827.28,5.7486,4.89493,1.662,19.9601,384,5,
4827.29,5.74738,4.89493,1.662,19.9601,384,5,
4827.29,5.74768,4.89798,1.662,19.9601,384,5,
4827.29,5.7486,4.89798,1.662,19.9601,384,5,
4827.29,5.74799,4.89645,1.662,19.9601,384,5,
4827.29,5.74829,4.89645,1.662,19.9601,384,5,
4827.3,5.74829,4.89493,1.662,19.9601,384,5,
4827.3,5.7489,4.89493,1.662,19.9601,384,5,
4827.3,5.7486,4.89645,1.662,19.9601,384,5,
4827.3,5.74921,4.89645,1.662,19.9601,384,5,
4827.3,5.74829,4.88272,1.662,19.9601,384,5,
4827.31,5.7486,4.88425,0,19.9601,384,5,
4827.31,5.7489,4.87967,0,19.9601,384,5,
4827.31,5.74829,4.88272,0,19.9601,384,5,
4827.31,5.74829,4.88425,0,19.9601,384,5,
4827.31,5.75958,4.88272,0,19.9601,384,5,
4827.32,5.76263,4.88425,0,19.9601,384,5,
4827.32,5.76447,4.88119,0,19.9601,384,5,
4827.32,5.76721,4.88425,0,19.9601,384,5,
4827.32,5.76782,4.88272,0,19.9601,384,5,
4827.32,5.76782,4.87967,0,19.9601,384,5,
4827.33,5.77209,4.88577,0,19.9601,384,5,
4827.33,5.77301,4.88272,0,19.9601,384,5,
4827.33,5.77301,4.88425,0,19.9601,384,5,
4827.33,5.77393,4.88272,0,19.9601,384,5,
4827.33,5.77759,4.88119,0,19.9601,384,5,
4827.34,5.77728,4.88425,0,19.9601,384,5,
4827.34,5.77789,4.88577,0,19.9601,384,5,
4827.34,5.78308,4.88425,0,19.9601,384,5,
4827.34,5.78247,4.87357,0,19.9601,384,5,
4827.34,5.78217,4.87051,0,19.9601,384,5,
4827.35,5.78705,4.87051,0,19.9601,384,5,
4827.35,5.78705,4.87204,0,19.9601,384,5,
4827.35,5.78766,4.87357,0,19.9601,384,5,
4827.35,5.79285,4.87509,0,19.9601,384,5,
4827.35,5.79193,4.87051,0,19.9601,384,5,
4827.36,5.79193,4.87051,0,19.9601,384,5,
4827.36,5.79742,4.87357,0,19.9601,384,5,
