1600-SECPT.acq
2 msec/sample
6 channels
RSP, X, RSPEC-R
Volts
EDA, Y, PPGED-R
microsiemens
ECG R-R
Seconds
Respiration Rate
BPM
C7 - EDR
Peaks
C14 - Control
Volts
min,CH1,CH14,CH40,CH42,CH47,CH54,
,93958,93958,93958,93958,93958,93958,
83.0567,5.62103,3.98102,1.534,4.55028,81,5,
83.0567,5.62073,3.97949,1.534,4.55028,81,5,
83.0567,5.62134,3.97949,1.534,4.55028,81,5,
83.0568,5.62134,3.98254,1.534,4.55028,81,5,
83.0568,5.62103,3.98102,1.534,4.55028,81,5,
83.0568,5.62103,3.97949,1.534,4.55028,81,5,
83.0569,5.62164,3.97949,1.534,4.55028,81,5,
83.0569,5.62073,3.97949,1.534,4.55028,81,5,
83.0569,5.62103,3.97644,1.534,4.55028,81,5,
83.057,5.62134,3.97797,1.534,4.55028,81,5,
83.057,5.62164,3.97797,1.534,4.55028,81,5,
83.057,5.61981,3.97949,1.534,4.55028,81,5,
83.0571,5.61615,3.97797,1.534,4.55028,81,5,
83.0571,5.61584,3.97644,1.534,4.55028,81,5,
83.0571,5.61615,3.97949,1.534,4.55028,81,5,
83.0572,5.61554,3.97949,1.534,4.55028,81,5,
83.0572,5.61554,3.97949,1.534,4.55028,81,5,
83.0572,5.61584,3.98254,1.534,4.55028,81,5,
83.0573,5.61584,3.98102,1.534,4.55028,81,5,
83.0573,5.61584,3.98102,1.534,4.55028,81,5,
83.0573,5.61646,3.97949,1.534,4.55028,81,5,
83.0574,5.61554,3.98102,1.534,4.55028,81,5,
83.0574,5.61676,3.98102,1.534,4.55028,81,5,
83.0574,5.61646,3.98865,1.534,4.55028,81,5,
83.0575,5.61646,3.9917,1.534,4.55028,81,5,
83.0575,5.61615,3.99323,1.534,4.55028,81,5,
83.0575,5.61584,3.99017,1.534,4.55028,81,5,
83.0576,5.61554,3.99323,1.534,4.55028,81,5,
83.0576,5.61676,3.99323,1.534,4.55028,81,5,
83.0576,5.61646,3.98865,1.534,4.55028,81,5,
83.0577,5.61615,3.99017,1.534,4.55028,81,5,
83.0577,5.61584,3.9917,1.534,4.55028,81,5,
83.0577,5.61646,3.99475,1.534,4.55028,81,5,
83.0578,5.61615,3.9917,1.534,4.55028,81,5,
83.0578,5.61615,3.99323,1.534,4.55028,81,5,
83.0578,5.61676,3.99017,1.534,4.55028,81,5,
83.0579,5.61676,3.99017,1.534,4.55028,81,5,
83.0579,5.61646,3.99323,1.534,4.55028,81,5,
83.0579,5.61554,3.9917,1.534,4.55028,81,5,
83.058,5.61615,3.99323,1.534,4.55028,81,5,
83.058,5.61646,3.99017,1.534,4.55028,81,5,
83.058,5.61676,3.9917,1.534,4.55028,81,5,
83.0581,5.61401,3.99017,1.534,4.55028,81,5,
83.0581,5.61157,3.99323,1.534,4.55028,81,5,
83.0581,5.61157,3.99323,1.534,4.55028,81,5,
83.0582,5.61157,3.99323,1.534,4.55028,81,5,
83.0582,5.61096,3.99323,1.534,4.55028,81,5,
83.0582,5.61066,3.99323,1.534,4.55028,81,5,
83.0583,5.61157,3.99017,1.534,4.55028,81,5,
83.0583,5.61127,3.99017,1.534,4.55028,81,5,
83.0583,5.61096,3.99323,1.534,4.55028,81,5,
83.0584,5.61127,3.99323,1.534,4.55028,81,5,
83.0584,5.61127,3.99323,1.534,4.55028,81,5,
83.0584,5.61188,3.99323,1.534,4.55028,81,5,
83.0585,5.61127,3.99475,1.534,4.55028,81,5,
83.0585,5.61127,3.98865,1.534,4.55028,81,5,
83.0585,5.61096,3.99323,1.534,4.55028,81,5,
83.0586,5.61096,3.99323,1.534,4.55028,81,5,
83.0586,5.61127,3.9917,1.534,4.55028,81,5,
83.0586,5.61127,3.99017,1.534,4.55028,81,5,
83.0587,5.60944,3.9917,1.534,4.55028,81,5,
83.0587,5.60669,3.98865,1.534,4.55028,81,5,
83.0587,5.60608,3.99017,1.534,4.55028,81,5,
83.0588,5.60608,3.9917,1.534,4.55028,81,5,
83.0588,5.60669,3.9917,1.534,4.55028,81,5,
83.0588,5.60577,3.99017,1.534,4.55028,81,5,
83.0589,5.60608,3.9917,1.534,4.55028,81,5,
83.0589,5.60608,3.99323,1.534,4.55028,81,5,
83.0589,5.60638,3.98865,1.534,4.55028,81,5,
83.059,5.60577,3.9917,1.534,4.55028,81,5,
83.059,5.60577,3.98865,1.534,4.55028,81,5,
83.059,5.60608,3.99323,1.534,4.55028,81,5,
83.0591,5.6073,3.99017,1.534,4.55028,81,5,
83.0591,5.60181,3.99323,1.534,4.55028,81,5,
83.0591,5.60181,3.99323,1.534,4.55028,81,5,
83.0592,5.6015,3.9917,1.534,4.55028,81,5,
83.0592,5.60181,3.99017,1.534,4.55028,81,5,
83.0592,5.6015,3.99017,1.534,4.55028,81,5,
83.0593,5.60181,3.9917,1.534,4.55028,81,5,
83.0593,5.60089,3.99323,1.534,4.55028,81,5,
83.0593,5.60181,3.99017,1.534,4.55028,81,5,
83.0594,5.60089,3.99323,1.534,4.55028,81,5,
83.0594,5.6012,3.99017,1.534,4.55028,81,5,
83.0594,5.5957,3.99323,1.534,4.55028,81,5,
