4300-SECPT.acq
2 msec/sample
6 channels
RSP, X, RSPEC-R
Volts
EDA, Y, PPGED-R
microsiemens
ECG R-R
Seconds
Respiration Rate
BPM
C7 - EDR
Peaks
C14 - Control
Volts
sec,CH1,CH14,CH40,CH42,CH47,CH54,
,49105,49105,49105,49105,49105,49105,
4471.45,1.02844,5.9021,0,18.2593,99,0,
4471.46,1.02448,5.90515,0,18.2593,99,0,
4471.46,1.02417,5.90668,0,18.2593,99,0,
4471.46,1.0199,5.90668,0,18.2593,99,0,
4471.46,1.01959,5.90515,0,18.2593,99,0,
4471.46,1.01868,5.90515,0,18.2593,99,0,
4471.47,1.01562,5.9082,0,18.2593,99,0,
4471.47,1.01501,5.90515,0,18.2593,99,0,
4471.47,1.00952,5.90363,0,18.2593,99,0,
4471.47,1.01013,5.90668,0,18.2593,99,0,
4471.47,1.00647,5.90363,0,18.2593,99,0,
4471.48,1.00494,5.9021,0,18.2593,99,0,
4471.48,1.00525,5.90668,0,18.2593,99,0,
4471.48,1.00037,5.9021,0,18.2593,99,0,
4471.48,0.999756,5.90515,0,18.2593,99,0,
4471.48,0.997009,5.90363,0,18.2593,99,0,
4471.49,0.996094,5.90363,0,18.2593,99,0,
4471.49,0.994873,5.9021,0,18.2593,99,0,
4471.49,0.991211,5.9021,0,18.2593,99,0,
4471.49,0.991211,5.90363,0,18.2593,99,0,
4471.49,0.986938,5.90515,0,18.2593,99,0,
4471.5,0.985413,5.90515,0,18.2593,99,0,
4471.5,0.985413,5.90515,0,18.2593,99,0,
4471.5,0.979919,5.9021,0,18.2593,99,0,
4471.5,0.98053,5.90363,0,18.2593,99,0,
4471.5,0.976562,5.90363,0,18.2593,99,0,
4471.51,0.975952,5.90668,0,18.2593,99,0,
4471.51,0.975952,5.90668,0,18.2593,99,0,
4471.51,0.970764,5.90515,0,18.2593,99,0,
4471.51,0.970154,5.90363,0,18.2593,99,0,
4471.51,0.967102,5.90668,0,18.2593,99,0,
4471.52,0.966187,5.90515,0,18.2593,99,0,
4471.52,0.965881,5.90668,0,18.2593,99,0,
4471.52,0.961304,5.9021,0,18.2593,99,0,
4471.52,0.960999,5.90668,0,18.2593,99,0,
4471.52,0.957642,5.90515,0,18.2593,99,0,
4471.53,0.956421,5.90515,0,18.2593,99,0,
4471.53,0.955811,5.90515,0,18.2593,99,0,
4471.53,0.951233,5.90515,0,18.2593,99,0,
4471.53,0.950928,5.90515,0,18.2593,99,0,
4471.53,0.947876,5.90363,0,18.2593,99,0,
4471.54,0.94696,5.90515,0,18.2593,99,0,
4471.54,0.94635,5.90668,0,18.2593,99,0,
4471.54,0.941467,5.90515,0,18.2593,99,0,
4471.54,0.941162,5.90668,0,18.2593,99,0,
4471.54,0.940247,5.90515,0,18.2593,99,0,
4471.55,0.93689,5.90668,0,18.2593,99,0,
4471.55,0.936584,5.9021,0,18.2593,99,0,
4471.55,0.932617,5.90515,0,18.2593,99,0,
4471.55,0.932007,5.90363,0,18.2593,99,0,
4471.55,0.932007,5.90668,0,18.2593,99,0,
4471.56,0.927429,5.9021,0,18.2593,99,0,
4471.56,0.926514,5.90515,0,18.2593,99,0,
4471.56,0.925903,5.90363,0,18.2593,99,0,
4471.56,0.921326,5.90515,0,18.2593,99,0,
4471.56,0.921631,5.90668,0,18.2593,99,0,
4471.57,0.917664,5.90515,0,18.2593,99,0,
4471.57,0.916748,5.90668,0,18.2593,99,0,
4471.57,0.917053,5.9082,0,18.2593,99,0,
4471.57,0.912781,5.90668,0,18.2593,99,0,
4471.57,0.911865,5.90363,0,18.2593,99,0,
4471.58,0.910645,5.90668,0,18.2593,99,0,
4471.58,0.907593,5.90363,0,18.2593,99,0,
4471.58,0.907288,5.90515,0,18.2593,99,0,
4471.58,0.90271,5.90363,0,18.2593,99,0,
4471.58,0.902405,5.90515,0,18.2593,99,0,
4471.59,0.90271,5.90668,0,18.2593,99,0,
4471.59,0.897217,5.90515,0,18.2593,99,0,
4471.59,0.897827,5.90668,0,18.2593,99,0,
4471.59,0.895691,5.9082,0,18.2593,99,0,
4471.59,0.89325,5.90668,0,18.2593,99,0,
4471.6,0.892639,5.90668,0,18.2593,99,0,
4471.6,0.889282,5.90668,0,18.2593,99,0,
4471.6,0.888062,5.90515,0,18.2593,99,0,
4471.6,0.887451,5.90057,0,18.2593,99,0,
4471.6,0.882568,5.90668,0,18.2593,99,0,
4471.61,0.882568,5.9082,0,18.2593,99,0,
4471.61,0.882568,5.90515,0,18.2593,99,0,
4471.61,0.877991,5.90363,0,18.2593,99,0,
4471.61,0.878601,5.90668,0,18.2593,99,0,
4471.61,0.876465,5.90668,0,18.2593,99,0,
4471.62,0.872803,5.90515,0,18.2593,99,0,
4471.62,0.873108,5.90363,0,18.2593,99,0,
4471.62,0.869446,5.90668,0,18.2593,99,0,
4471.62,0.86792,5.9082,0,18.2593,99,0,
4471.62,0.868225,5.90515,0,18.2593,99,0,
4471.63,0.863037,5.90668,0,18.2593,99,0,
4471.63,0.862732,5.90515,0,18.2593,99,0,
4471.63,0.861816,5.90973,0,18.2593,99,0,
4471.63,0.858154,5.90668,0,18.2593,99,0,
4471.63,0.857544,5.9082,0,18.2593,99,0,
4471.64,0.853882,5.90668,0,18.2593,99,0,
4471.64,0.852966,5.90668,0,18.2593,99,0,
4471.64,0.853271,5.90363,0,18.2593,99,0,
4471.64,0.849915,5.90363,0,18.2593,99,0,
4471.64,0.848083,5.90515,0,18.2593,99,0,
4471.65,0.847473,5.90668,0,18.2593,99,0,
4471.65,0.843201,5.9082,0,18.2593,99,0,
4471.65,0.843811,5.90668,0,18.2593,99,0,
4471.65,0.840454,5.90668,0,18.2593,99,0,
4471.65,0.839233,5.90668,0,18.2593,99,0,
4471.66,0.838623,5.90515,0,18.2593,99,0,
4471.66,0.833435,5.90515,0,18.2593,99,0,
4471.66,0.833435,5.90515,0,18.2593,99,0,
4471.66,0.830383,5.90668,0,18.2593,99,0,
4471.66,0.828552,5.9082,0,18.2593,99,0,
4471.67,0.827332,5.90668,0,18.2593,99,0,
4471.67,0.82428,5.90363,0,18.2593,99,0,
4471.67,0.823669,5.90363,0,18.2593,99,0,
4471.67,0.819092,5.90515,0,18.2593,99,0,
4471.67,0.818787,5.90668,0,18.2593,99,0,
4471.68,0.815735,5.90515,0,18.2593,99,0,
4471.68,0.813599,5.90668,0,18.2593,99,0,
4471.68,0.814209,5.90515,0,18.2593,99,0,
4471.68,0.809021,5.90515,0,18.2593,99,0,
4471.68,0.809021,5.90668,0,18.2593,99,0,
4471.69,0.803528,5.90515,0,18.2593,99,0,
4471.69,0.803833,5.90668,0,18.2593,99,0,
4471.69,0.800476,5.90515,0,18.2593,99,0,
4471.69,0.79895,5.90515,0,18.2593,99,0,
4471.69,0.798035,5.90668,0,18.2593,99,0,
4471.7,0.794067,5.90515,0,18.2593,99,0,
4471.7,0.794678,5.90668,0,18.2593,99,0,
4471.7,0.789795,5.90515,0,18.2593,99,0,
4471.7,0.789185,5.9021,0,18.2593,99,0,
4471.7,0.784607,5.90515,0,18.2593,99,0,
4471.71,0.784912,5.9082,0,18.2593,99,0,
4471.71,0.78064,5.90515,0,18.2593,99,0,
4471.71,0.779419,5.90363,0,18.2593,99,0,
4471.71,0.775757,5.90515,0,18.2593,99,0,
4471.71,0.775452,5.90668,0,18.2593,99,0,
4471.72,0.773926,5.90668,0,18.2593,99,0,
4471.72,0.769958,5.90668,0,18.2593,99,0,
4471.72,0.770874,5.9082,0,18.2593,99,0,
4471.72,0.765076,5.90515,0,18.2593,99,0,
4471.72,0.765381,5.90363,0,18.2593,99,0,
4471.73,0.760193,5.9021,0,18.2593,99,0,
4471.73,0.759583,5.9021,0,18.2593,99,0,
4471.73,0.755005,5.90515,0,18.2593,99,0,
4471.73,0.755005,5.9082,0,18.2593,99,0,
4471.73,0.751953,5.90515,0,18.2593,99,0,
4471.74,0.750732,5.90363,0,18.2593,99,0,
4471.74,0.74707,5.90363,0,18.2593,99,0,
4471.74,0.745544,5.90515,0,18.2593,99,0,
4471.74,0.744629,5.90515,0,18.2593,99,0,
4471.74,0.740662,5.9082,0,18.2593,99,0,
4471.75,0.740356,5.90668,0,18.2593,99,0,
4471.75,0.735474,5.90515,0,18.2593,99,0,
4471.75,0.735474,5.90668,0,18.2593,99,0,
4471.75,0.731812,5.90515,0,18.2593,99,0,
4471.75,0.730591,5.9082,0,18.2593,99,0,
4471.76,0.726318,5.90363,0,18.2593,99,0,
4471.76,0.725098,5.90668,0,18.2593,99,0,
4471.76,0.722656,5.90515,0,18.2593,99,0,
4471.76,0.720825,5.90515,0,18.2593,99,0,
4471.76,0.719299,5.9082,0,18.2593,99,0,
4471.77,0.716248,5.90515,0,18.2593,99,0,
4471.77,0.715027,5.90363,0,18.2593,99,0,
