2100-SECPT.acq
2 msec/sample
6 channels
RSP, X, RSPEC-R
Volts
EDA, Y, PPGED-R
microsiemens
ECG R-R
Seconds
Respiration Rate
BPM
C7 - EDR
Peaks
C14 - Control
Volts
sec,CH1,CH14,CH40,CH42,CH47,CH54,
,27609,27609,27609,27609,27609,27609,
10580.8,5.00854,3.10516,2.878,11.4373,461,5,
10580.8,5.01312,3.10669,2.878,11.4373,461,5,
10580.8,5.01831,3.10364,2.878,11.4373,461,5,
10580.8,5.02319,3.10059,2.878,11.4373,461,5,
10580.8,5.03113,3.09906,2.878,11.4373,461,5,
10580.8,5.03601,3.10364,2.878,11.4373,461,5,
10580.8,5.04272,3.10211,2.878,11.4373,461,5,
10580.8,5.0473,3.10516,2.878,11.4373,461,5,
10580.8,5.0531,3.10516,2.878,11.4373,461,5,
10580.8,5.05768,3.09906,2.878,11.4373,461,5,
10580.8,5.06348,3.10364,2.878,11.4373,461,5,
10580.8,5.07111,3.09906,2.878,11.4373,461,5,
10580.8,5.07568,3.10669,2.878,11.4373,461,5,
10580.8,5.08057,3.10364,2.878,11.4373,461,5,
10580.8,5.08636,3.10516,2.878,11.4373,461,5,
10580.8,5.09094,3.10669,2.878,11.4373,461,5,
10580.8,5.09705,3.10364,2.878,11.4373,461,5,
10580.8,5.10132,3.10364,2.878,11.4373,461,5,
10580.8,5.1059,3.10364,2.878,4.56274,461,5,
10580.8,5.11169,3.10364,2.878,4.56274,461,5,
10580.8,5.11536,3.10059,2.878,4.56274,461,5,
10580.8,5.1239,3.10364,2.878,4.56274,461,5,
10580.8,5.12878,3.10669,2.878,4.56274,461,5,
10580.8,5.13367,3.10669,2.878,4.56274,461,5,
10580.8,5.13855,3.10364,2.878,4.56274,461,5,
10580.8,5.14526,3.10211,2.878,4.56274,461,5,
10580.8,5.15015,3.10822,2.878,4.56274,461,5,
10580.8,5.15472,3.10516,2.878,4.56274,461,5,
10580.8,5.15961,3.10516,2.878,4.56274,461,5,
10580.8,5.16449,3.10211,2.878,4.56274,461,5,
10580.8,5.16968,3.10669,2.878,4.56274,461,5,
10580.8,5.17456,3.10516,2.878,4.56274,461,5,
10580.8,5.17975,3.10516,2.878,4.56274,461,5,
10580.8,5.18341,3.10364,2.878,4.56274,461,5,
10580.8,5.1889,3.10516,2.878,4.56274,461,5,
10580.8,5.19348,3.10211,2.878,4.56274,461,5,
10580.8,5.19897,3.10059,2.878,4.56274,461,5,
10580.8,5.20355,3.10516,2.878,4.56274,461,5,
10580.8,5.20874,3.10364,2.878,4.56274,461,5,
10580.9,5.21393,3.09906,2.878,4.56274,461,5,
10580.9,5.21851,3.10211,2.878,4.56274,461,5,
10580.9,5.22339,3.10364,2.878,4.56274,461,5,
10580.9,5.22766,3.10516,2.878,4.56274,461,5,
10580.9,5.23132,3.10364,2.878,4.56274,461,5,
10580.9,5.23651,3.10516,2.878,4.56274,461,5,
10580.9,5.23895,3.10211,2.878,4.56274,461,5,
10580.9,5.24353,3.10516,2.878,4.56274,461,5,
10580.9,5.24902,3.10364,2.878,4.56274,461,5,
10580.9,5.2533,3.10516,2.878,4.56274,461,5,
10580.9,5.25818,3.10211,2.878,4.56274,461,5,
10580.9,5.26398,3.10059,2.878,4.56274,461,5,
10580.9,5.26794,3.10516,2.878,4.56274,461,5,
10580.9,5.27283,3.10516,2.878,4.56274,461,5,
10580.9,5.27588,3.10059,2.878,4.56274,461,5,
10580.9,5.27832,3.10516,2.878,4.56274,461,5,
10580.9,5.28259,3.10364,2.878,4.56274,461,5,
10580.9,5.28809,3.10211,2.878,4.56274,461,5,
10580.9,5.29266,3.10822,2.878,4.56274,461,5,
10580.9,5.29785,3.10516,2.878,4.56274,461,5,
10580.9,5.3009,3.10669,2.878,4.56274,461,5,
10580.9,5.30304,3.10516,2.878,4.56274,461,5,
10580.9,5.30762,3.10211,2.878,4.56274,461,5,
10580.9,5.3125,3.10669,2.878,4.56274,461,5,
10580.9,5.31616,3.10364,2.878,4.56274,461,5,
10580.9,5.31769,3.10364,2.878,4.56274,461,5,
10580.9,5.32166,3.10059,2.878,4.56274,461,5,
10580.9,5.32715,3.10059,2.878,4.56274,461,5,
10580.9,5.33142,3.10516,2.878,4.56274,461,5,
10580.9,5.33203,3.10516,2.878,4.56274,461,5,
10580.9,5.33722,3.10516,2.878,4.56274,461,5,
10580.9,5.34088,3.10364,2.878,4.56274,461,5,
10580.9,5.34424,3.10364,2.878,4.56274,461,5,
10580.9,5.34698,3.10516,2.878,4.56274,461,5,
10580.9,5.35156,3.10364,2.878,4.56274,461,5,
10580.9,5.35583,3.10669,2.878,4.56274,461,5,
10580.9,5.35675,3.10822,2.878,4.56274,461,5,
10580.9,5.36011,3.10516,2.878,4.56274,461,5,
10580.9,5.3656,3.10516,2.878,4.56274,461,5,
10580.9,5.36652,3.10669,2.878,4.56274,461,5,
10580.9,5.37018,3.10516,2.878,4.56274,461,5,
10580.9,5.37384,3.10516,2.878,4.56274,461,5,
10580.9,5.37628,3.10516,2.878,4.56274,461,5,
10580.9,5.38025,3.10364,2.878,4.56274,461,5,
10580.9,5.38055,3.10516,2.878,4.56274,461,5,
10580.9,5.38574,3.10364,2.878,4.56274,461,5,
10580.9,5.38849,3.10364,2.878,4.56274,461,5,
10580.9,5.38971,3.10211,1.546,4.56274,461,5,
10580.9,5.3949,3.10211,1.546,4.56274,461,5,
10580.9,5.39551,3.10669,1.546,4.56274,461,5,
10581,5.40009,3.10364,1.546,4.56274,461,5,
10581,5.401,3.10364,1.546,4.56274,461,5,
10581,5.40527,3.10516,1.546,4.56274,461,5,
10581,5.40558,3.10516,1.546,4.56274,461,5,
10581,5.41046,3.10211,1.546,4.56274,461,5,
10581,5.40955,3.10364,1.546,4.56274,461,5,
10581,5.41504,3.10516,1.546,4.56274,461,5,
10581,5.41534,3.10364,1.546,4.56274,461,5,
10581,5.42084,3.10516,1.546,4.56274,461,5,
10581,5.42023,3.10364,1.546,4.56274,461,5,
10581,5.42419,3.10364,1.546,4.56274,461,5,
10581,5.4248,3.10516,1.546,4.56274,461,5,
10581,5.42725,3.10516,1.546,4.56274,461,5,
10581,5.42999,3.09906,1.546,4.56274,461,5,
10581,5.42969,3.10211,1.546,4.56274,461,5,
10581,5.43427,3.10669,1.546,4.56274,461,5,
10581,5.43579,3.10364,1.546,4.56274,461,5,
10581,5.43732,3.10516,1.546,4.56274,461,5,
10581,5.43976,3.10211,1.546,4.56274,461,5,
10581,5.43976,3.10059,1.546,4.56274,461,5,
10581,5.44464,3.10516,1.546,4.56274,461,5,
10581,5.44495,3.10669,1.546,4.56274,461,5,
10581,5.44495,3.10822,1.546,4.56274,461,5,
10581,5.44922,3.10822,1.546,4.56274,461,5,
10581,5.44861,3.10669,1.546,4.56274,461,5,
10581,5.44952,3.10516,1.546,4.56274,461,5,
10581,5.4538,3.10059,1.546,4.56274,461,5,
10581,5.45441,3.10364,1.546,4.56274,461,5,
10581,5.45502,3.10516,1.546,4.56274,461,5,
10581,5.45715,3.10669,1.546,4.56274,461,5,
10581,5.45959,3.10364,1.546,4.56274,461,5,
10581,5.45959,3.10516,1.546,4.56274,461,5,
10581,5.45959,3.10669,1.546,4.56274,461,5,
10581,5.46326,3.10669,1.546,4.56274,461,5,
10581,5.46417,3.10211,1.546,4.56274,461,5,
10581,5.46417,3.10364,1.546,4.56274,461,5,
10581,5.46509,3.10211,1.546,4.56274,461,5,
10581,5.46844,3.10364,1.546,4.56274,461,5,
10581,5.46906,3.10059,1.546,4.56274,461,5,
10581,5.46997,3.10211,1.546,4.56274,461,5,
10581,5.46875,3.10364,1.546,4.56274,461,5,
10581,5.46936,3.10516,1.546,4.56274,461,5,
10581,5.47424,3.10516,1.546,4.56274,461,5,
10581,5.47394,3.10364,1.546,4.56274,461,5,
10581,5.47424,3.10516,1.546,4.56274,461,5,
10581,5.47394,3.10364,1.546,4.56274,461,5,
10581,5.47455,3.10516,1.546,4.56274,461,5,
10581,5.47668,3.10364,1.546,4.56274,461,5,
10581,5.47913,3.10516,1.546,4.56274,461,5,
10581,5.47913,3.10516,1.546,4.56274,461,5,
10581,5.47943,3.10211,1.546,4.56274,461,5,
10581.1,5.47943,3.10211,1.546,4.56274,461,5,
10581.1,5.47852,3.10669,1.546,4.56274,461,5,
10581.1,5.47882,3.10364,1.546,4.56274,461,5,
10581.1,5.47791,3.10211,1.546,4.56274,461,5,
10581.1,5.48309,3.10516,1.546,4.56274,461,5,
10581.1,5.4834,3.10516,1.546,4.56274,461,5,
10581.1,5.48279,3.10364,1.546,4.56274,461,5,
10581.1,5.48309,3.10211,1.546,4.56274,461,5,
10581.1,5.48309,3.10822,1.546,4.56274,461,5,
10581.1,5.4837,3.10516,1.546,4.56274,461,5,
10581.1,5.48401,3.10516,1.546,4.56274,461,5,
10581.1,5.4834,3.10516,1.546,4.56274,461,5,
10581.1,5.4837,3.10211,1.546,4.56274,461,5,
10581.1,5.4834,3.10211,1.546,4.56274,461,5,
10581.1,5.48401,3.10516,1.546,4.56274,461,5,
10581.1,5.4837,3.10364,1.546,4.56274,461,5,
10581.1,5.4837,3.10516,1.546,4.56274,461,5,
10581.1,5.4837,3.10211,1.546,4.56274,461,5,
10581.1,5.4837,3.10211,1.546,4.56274,461,5,
10581.1,5.48431,3.10669,1.546,4.56274,461,5,
10581.1,5.4837,3.10364,1.546,4.56274,461,5,
10581.1,5.48431,3.10516,1.546,4.56274,461,5,
10581.1,5.48401,3.10364,1.546,4.56274,461,5,
10581.1,5.48431,3.10211,1.546,4.56274,461,5,
10581.1,5.48309,3.10516,1.546,4.56274,461,5,
10581.1,5.4837,3.10364,1.546,4.56274,461,5,
10581.1,5.48431,3.10516,1.546,4.56274,461,5,
10581.1,5.48401,3.10364,1.546,4.56274,461,5,
10581.1,5.4834,3.10669,1.546,4.56274,461,5,
10581.1,5.48401,3.10516,1.546,4.56274,461,5,
10581.1,5.48401,3.10516,1.546,4.56274,461,5,
10581.1,5.4837,3.10059,1.546,4.56274,461,5,
10581.1,5.48401,3.10211,1.546,4.56274,461,5,
10581.1,5.48401,3.10211,1.546,4.56274,461,5,
10581.1,5.47913,3.10364,1.546,4.56274,461,5,
10581.1,5.47882,3.10669,1.546,4.56274,461,5,
10581.1,5.47882,3.10364,1.546,4.56274,461,5,
10581.1,5.47852,3.10211,1.546,4.56274,461,5,
10581.1,5.47882,3.10516,1.546,4.56274,461,5,
10581.1,5.47852,3.10516,1.546,4.56274,461,5,
10581.1,5.47852,3.10211,1.546,4.56274,461,5,
10581.1,5.47913,3.10211,1.546,4.56274,461,5,
10581.1,5.47394,3.10516,1.546,4.56274,461,5,
10581.1,5.47455,3.10364,1.546,4.56274,461,5,
10581.1,5.47394,3.10211,1.546,4.56274,461,5,
10581.1,5.47394,3.10669,1.546,4.56274,461,5,
10581.1,5.47424,3.10364,1.546,4.56274,461,5,
10581.1,5.47394,3.10669,1.546,4.56274,461,5,
10581.1,5.46967,3.10211,1.546,4.56274,461,5,
10581.1,5.46967,3.10364,1.546,4.56274,461,5,
10581.2,5.46936,3.10364,1.546,4.56274,461,5,
10581.2,5.46906,3.10364,1.546,4.56274,461,5,
10581.2,5.46936,3.10516,1.546,4.56274,461,5,
10581.2,5.46631,3.10364,1.546,4.56274,461,5,
10581.2,5.46478,3.10059,1.546,4.56274,461,5,
10581.2,5.46417,3.10516,1.546,4.56274,461,5,
10581.2,5.46387,3.10516,1.546,4.56274,461,5,
10581.2,5.46417,3.10059,1.546,4.56274,461,5,
10581.2,5.46051,3.10364,1.546,4.56274,461,5,
10581.2,5.45898,3.10211,1.546,4.56274,461,5,
10581.2,5.45959,3.10516,1.546,4.56274,461,5,
10581.2,5.45898,3.10364,1.546,4.56274,461,5,
10581.2,5.45654,3.10516,1.546,4.56274,461,5,
10581.2,5.45441,3.10364,1.546,4.56274,461,5,
10581.2,5.45471,3.10364,1.546,4.56274,461,5,
10581.2,5.45471,3.10516,1.546,4.56274,461,5,
10581.2,5.45166,3.10516,1.546,4.56274,461,5,
10581.2,5.44983,3.10211,1.546,4.56274,461,5,
10581.2,5.44922,3.10211,1.546,4.56274,461,5,
10581.2,5.44891,3.10669,1.546,4.56274,461,5,
10581.2,5.44556,3.10211,1.546,4.56274,461,5,
10581.2,5.44556,3.10822,1.546,4.56274,461,5,
10581.2,5.44495,3.10364,1.546,4.56274,461,5,
10581.2,5.44189,3.10364,1.546,4.56274,461,5,
10581.2,5.44037,3.10516,1.546,4.56274,461,5,
10581.2,5.43945,3.10211,1.546,4.56274,461,5,
10581.2,5.43732,3.10364,1.546,4.56274,461,5,
10581.2,5.43518,3.10516,1.546,4.56274,461,5,
10581.2,5.43549,3.10364,1.546,4.56274,461,5,
10581.2,5.43274,3.10516,1.546,4.56274,461,5,
10581.2,5.4306,3.10364,1.546,4.56274,461,5,
10581.2,5.42999,3.10516,1.546,4.56274,461,5,
10581.2,5.42572,3.10364,1.546,4.56274,461,5,
10581.2,5.4248,3.10516,1.546,4.56274,461,5,
10581.2,5.42542,3.10364,1.546,4.56274,461,5,
10581.2,5.42084,3.10516,1.546,4.56274,461,5,
10581.2,5.42023,3.10211,1.546,4.56274,461,5,
10581.2,5.41718,3.10211,1.546,4.56274,461,5,
10581.2,5.41534,3.10364,1.546,4.56274,461,5,
10581.2,5.41565,3.10516,1.546,4.56274,461,5,
10581.2,5.41046,3.10516,1.546,4.56274,461,5,
10581.2,5.41046,3.10516,1.546,4.56274,461,5,
10581.2,5.40619,3.10364,1.546,4.56274,461,5,
10581.2,5.40558,3.10669,1.546,4.56274,461,5,
10581.2,5.40283,3.10364,1.546,4.56274,461,5,
10581.2,5.401,3.10211,1.546,4.56274,461,5,
10581.2,5.401,3.10669,1.546,4.56274,461,5,
10581.2,5.39612,3.10516,1.546,4.56274,461,5,
10581.2,5.39581,3.10211,1.546,4.56274,461,5,
10581.2,5.39154,3.10516,1.546,4.56274,461,5,
10581.3,5.39062,3.10516,1.546,4.56274,461,5,
10581.3,5.38635,3.10364,1.546,4.56274,461,5,
10581.3,5.38605,3.10669,1.546,4.56274,461,5,
10581.3,5.38147,3.10516,1.546,4.56274,461,5,
10581.3,5.38055,3.10211,1.546,4.56274,461,5,
10581.3,5.37598,3.10516,1.546,4.56274,461,5,
10581.3,5.37628,3.10059,1.546,4.56274,461,5,
10581.3,5.3714,3.10364,1.546,4.56274,461,5,
10581.3,5.36896,3.10516,1.546,4.56274,461,5,
10581.3,5.36621,3.10059,1.546,4.56274,461,5,
10581.3,5.36224,3.10822,1.546,4.56274,461,5,
10581.3,5.36072,3.10669,1.546,4.56274,461,5,
10581.3,5.35675,3.10059,1.546,4.56274,461,5,
10581.3,5.35675,3.10669,1.546,4.56274,461,5,
10581.3,5.35156,3.10364,1.546,4.56274,461,5,
10581.3,5.34882,3.10516,1.546,4.56274,461,5,
10581.3,5.34637,3.10669,1.546,4.56274,461,5,
10581.3,5.3418,3.10364,1.546,4.56274,461,5,
10581.3,5.34119,3.10516,1.546,4.56274,461,5,
10581.3,5.33691,3.10211,1.546,4.56274,461,5,
10581.3,5.33478,3.10211,1.546,4.56274,461,5,
10581.3,5.33203,3.10364,1.546,4.56274,461,5,
10581.3,5.32745,3.10364,1.546,4.56274,461,5,
10581.3,5.32684,3.10364,1.546,4.56274,461,5,
10581.3,5.32196,3.10364,1.546,4.56274,461,5,
10581.3,5.31769,3.10364,1.546,4.56274,461,5,
10581.3,5.31769,3.10364,1.546,4.56274,461,5,
10581.3,5.31281,3.10516,1.546,4.56274,461,5,
10581.3,5.30823,3.10211,1.546,4.56274,461,5,
10581.3,5.30762,3.10669,1.546,4.56274,461,5,
10581.3,5.30273,3.10516,1.546,4.56274,461,5,
10581.3,5.29846,3.10364,1.546,4.56274,461,5,
10581.3,5.29816,3.10211,1.546,4.56274,461,5,
10581.3,5.29297,3.10211,1.546,4.56274,461,5,
10581.3,5.289,3.10364,1.546,4.56274,461,5,
10581.3,5.28748,3.10364,1.546,4.56274,461,5,
10581.3,5.2832,3.10059,1.546,4.56274,461,5,
10581.3,5.27771,3.10516,1.546,4.56274,461,5,
10581.3,5.27557,3.10516,1.546,4.56274,461,5,
